lh.aparc.foldind,lh_bankssts_foldind,lh_caudalanteriorcingulate_foldind,lh_caudalmiddlefrontal_foldind,lh_cuneus_foldind,lh_entorhinal_foldind,lh_fusiform_foldind,lh_inferiorparietal_foldind,lh_inferiortemporal_foldind,lh_isthmuscingulate_foldind,lh_lateraloccipital_foldind,lh_lateralorbitofrontal_foldind,lh_lingual_foldind,lh_medialorbitofrontal_foldind,lh_middletemporal_foldind,lh_parahippocampal_foldind,lh_paracentral_foldind,lh_parsopercularis_foldind,lh_parsorbitalis_foldind,lh_parstriangularis_foldind,lh_pericalcarine_foldind,lh_postcentral_foldind,lh_posteriorcingulate_foldind,lh_precentral_foldind,lh_precuneus_foldind,lh_rostralanteriorcingulate_foldind,lh_rostralmiddlefrontal_foldind,lh_superiorfrontal_foldind,lh_superiorparietal_foldind,lh_superiortemporal_foldind,lh_supramarginal_foldind,lh_frontalpole_foldind,lh_temporalpole_foldind,lh_transversetemporal_foldind,lh_insula_foldind,BrainSegVolNotVent,eTIV
29068,13.0,12.0,24.0,35.0,6.0,41.0,75.0,55.0,22.0,108.0,40.0,60.0,42.0,65.0,6.0,16.0,32.0,19.0,28.0,24.0,59.0,18.0,51.0,68.0,11.0,110.0,116.0,84.0,51.0,63.0,12.0,6.0,8.0,26.0,1199321.0,1434967.860228
29069,8.0,11.0,21.0,33.0,8.0,52.0,85.0,38.0,21.0,100.0,46.0,58.0,33.0,49.0,8.0,15.0,23.0,21.0,17.0,31.0,58.0,24.0,65.0,60.0,14.0,112.0,98.0,83.0,59.0,70.0,9.0,11.0,7.0,36.0,1196097.0,1313598.439592
29070,6.0,16.0,32.0,39.0,7.0,54.0,63.0,73.0,27.0,109.0,44.0,68.0,46.0,83.0,9.0,17.0,29.0,19.0,35.0,25.0,65.0,25.0,81.0,86.0,21.0,140.0,132.0,126.0,70.0,81.0,11.0,10.0,9.0,38.0,1413195.0,1695298.311035
29071,23.0,14.0,31.0,35.0,5.0,68.0,101.0,63.0,20.0,103.0,55.0,51.0,38.0,69.0,9.0,14.0,22.0,15.0,27.0,23.0,75.0,25.0,66.0,72.0,15.0,128.0,117.0,95.0,53.0,73.0,6.0,7.0,12.0,34.0,1294033.0,1504861.508174
29072,14.0,9.0,37.0,40.0,5.0,49.0,71.0,59.0,20.0,115.0,40.0,56.0,38.0,66.0,9.0,21.0,20.0,18.0,24.0,25.0,61.0,30.0,78.0,68.0,12.0,120.0,121.0,93.0,51.0,90.0,8.0,9.0,10.0,33.0,1372692.0,1783621.767705
29073,9.0,12.0,32.0,34.0,4.0,69.0,84.0,75.0,17.0,107.0,57.0,78.0,37.0,75.0,8.0,20.0,29.0,33.0,31.0,22.0,72.0,26.0,76.0,86.0,16.0,103.0,138.0,117.0,67.0,96.0,9.0,8.0,10.0,47.0,1299557.0,1460043.897765
29074,11.0,14.0,26.0,31.0,7.0,48.0,84.0,74.0,20.0,94.0,60.0,66.0,41.0,70.0,14.0,26.0,33.0,16.0,25.0,27.0,80.0,27.0,66.0,58.0,22.0,122.0,128.0,104.0,56.0,76.0,10.0,13.0,9.0,37.0,1370519.0,1499393.254491
29075,7.0,10.0,29.0,28.0,5.0,45.0,75.0,63.0,19.0,83.0,54.0,51.0,50.0,52.0,7.0,16.0,25.0,21.0,24.0,15.0,69.0,18.0,64.0,62.0,20.0,118.0,112.0,84.0,70.0,67.0,7.0,12.0,10.0,45.0,1245733.0,1521635.448653
29076,8.0,11.0,24.0,37.0,3.0,55.0,61.0,64.0,20.0,113.0,51.0,62.0,42.0,61.0,5.0,10.0,17.0,17.0,23.0,33.0,69.0,28.0,54.0,74.0,14.0,117.0,83.0,105.0,60.0,72.0,8.0,11.0,5.0,33.0,1280774.0,1596972.473839
29077,12.0,17.0,26.0,32.0,3.0,65.0,101.0,67.0,27.0,103.0,53.0,52.0,46.0,59.0,7.0,15.0,35.0,18.0,31.0,19.0,58.0,26.0,54.0,76.0,22.0,136.0,123.0,125.0,61.0,89.0,9.0,7.0,10.0,37.0,1301833.0,1358534.314716
29078,11.0,9.0,25.0,26.0,6.0,35.0,62.0,46.0,21.0,75.0,41.0,50.0,30.0,54.0,6.0,16.0,25.0,22.0,24.0,14.0,60.0,17.0,58.0,70.0,11.0,75.0,73.0,84.0,46.0,52.0,9.0,9.0,5.0,28.0,1025716.0,1360018.353659
29079,12.0,11.0,25.0,24.0,6.0,54.0,63.0,40.0,17.0,90.0,38.0,54.0,34.0,55.0,5.0,15.0,18.0,11.0,18.0,24.0,59.0,25.0,60.0,48.0,11.0,81.0,81.0,66.0,46.0,44.0,6.0,11.0,7.0,34.0,1123373.0,1624471.196266
29080,12.0,18.0,25.0,31.0,5.0,51.0,71.0,62.0,17.0,113.0,52.0,62.0,42.0,48.0,10.0,17.0,26.0,19.0,30.0,25.0,54.0,23.0,65.0,61.0,15.0,117.0,107.0,84.0,63.0,77.0,8.0,10.0,8.0,35.0,1266425.0,1721884.472908
29081,11.0,8.0,28.0,31.0,6.0,51.0,74.0,73.0,23.0,111.0,46.0,53.0,43.0,57.0,7.0,17.0,31.0,13.0,14.0,21.0,70.0,24.0,71.0,68.0,13.0,122.0,122.0,99.0,61.0,86.0,9.0,8.0,10.0,29.0,1259222.0,1269140.818933
29082,5.0,12.0,38.0,43.0,5.0,52.0,67.0,68.0,16.0,103.0,44.0,65.0,40.0,82.0,8.0,16.0,33.0,14.0,25.0,25.0,66.0,19.0,56.0,63.0,18.0,103.0,111.0,85.0,58.0,70.0,7.0,8.0,7.0,35.0,1248330.0,1549724.650122
29083,12.0,12.0,31.0,36.0,3.0,55.0,80.0,72.0,20.0,99.0,53.0,61.0,40.0,74.0,5.0,15.0,31.0,14.0,22.0,19.0,66.0,24.0,64.0,74.0,19.0,115.0,102.0,107.0,54.0,74.0,8.0,10.0,7.0,27.0,1364734.0,1771728.702472
29084,10.0,7.0,24.0,33.0,5.0,44.0,71.0,61.0,25.0,104.0,52.0,57.0,42.0,60.0,11.0,13.0,22.0,16.0,22.0,28.0,52.0,20.0,53.0,60.0,13.0,94.0,118.0,75.0,55.0,62.0,10.0,7.0,6.0,25.0,1199051.0,1285293.193043
29085,12.0,12.0,25.0,26.0,7.0,53.0,70.0,54.0,23.0,90.0,42.0,55.0,51.0,65.0,6.0,15.0,26.0,17.0,22.0,29.0,52.0,20.0,50.0,55.0,20.0,98.0,101.0,90.0,50.0,64.0,9.0,8.0,7.0,26.0,1336544.0,1685353.899873
29086,7.0,12.0,22.0,30.0,4.0,38.0,63.0,48.0,18.0,83.0,45.0,55.0,37.0,37.0,7.0,10.0,17.0,9.0,20.0,25.0,44.0,20.0,42.0,48.0,15.0,94.0,84.0,67.0,37.0,47.0,8.0,7.0,8.0,23.0,1082435.0,1301088.055953
29087,7.0,17.0,28.0,38.0,5.0,49.0,68.0,49.0,21.0,121.0,43.0,75.0,50.0,55.0,6.0,19.0,27.0,20.0,18.0,34.0,65.0,21.0,77.0,57.0,12.0,110.0,110.0,82.0,56.0,64.0,7.0,11.0,6.0,27.0,1295342.0,1473720.861564
29088,6.0,7.0,28.0,27.0,4.0,51.0,55.0,55.0,17.0,88.0,39.0,63.0,29.0,58.0,10.0,11.0,21.0,17.0,15.0,25.0,58.0,15.0,55.0,59.0,8.0,91.0,92.0,83.0,47.0,61.0,5.0,8.0,7.0,25.0,1098475.0,1295574.51554
29089,13.0,7.0,38.0,25.0,3.0,48.0,65.0,51.0,18.0,74.0,40.0,46.0,63.0,60.0,11.0,10.0,17.0,12.0,19.0,19.0,49.0,21.0,60.0,52.0,10.0,92.0,90.0,81.0,46.0,72.0,7.0,8.0,8.0,30.0,1154405.0,1327348.362288
29090,11.0,13.0,23.0,43.0,3.0,49.0,59.0,64.0,17.0,101.0,39.0,58.0,45.0,53.0,5.0,12.0,30.0,15.0,21.0,28.0,69.0,23.0,53.0,64.0,16.0,120.0,94.0,70.0,77.0,67.0,8.0,9.0,8.0,26.0,1071857.0,1394877.941991
29091,8.0,9.0,27.0,29.0,3.0,48.0,66.0,49.0,14.0,78.0,38.0,52.0,30.0,52.0,5.0,14.0,21.0,12.0,12.0,17.0,44.0,22.0,54.0,40.0,11.0,79.0,92.0,65.0,41.0,58.0,5.0,9.0,8.0,27.0,1045624.0,1253192.053725
29092,13.0,8.0,38.0,35.0,3.0,50.0,89.0,74.0,26.0,94.0,39.0,60.0,42.0,58.0,8.0,13.0,18.0,20.0,16.0,27.0,64.0,30.0,51.0,67.0,13.0,109.0,112.0,85.0,56.0,59.0,10.0,8.0,8.0,27.0,1237369.0,1483455.543208
29093,10.0,8.0,43.0,28.0,4.0,64.0,72.0,46.0,21.0,111.0,60.0,60.0,49.0,48.0,16.0,20.0,32.0,23.0,26.0,16.0,57.0,25.0,72.0,70.0,12.0,122.0,143.0,105.0,49.0,79.0,8.0,9.0,5.0,38.0,1313845.0,1747253.295307
29094,13.0,6.0,24.0,41.0,7.0,52.0,83.0,60.0,25.0,113.0,52.0,56.0,43.0,61.0,8.0,19.0,27.0,13.0,28.0,31.0,74.0,21.0,77.0,73.0,12.0,108.0,114.0,118.0,54.0,59.0,10.0,11.0,8.0,30.0,1217115.0,1333684.390812
29096,7.0,11.0,24.0,28.0,3.0,45.0,56.0,46.0,18.0,94.0,40.0,57.0,39.0,56.0,5.0,10.0,22.0,12.0,25.0,18.0,55.0,22.0,50.0,51.0,13.0,103.0,91.0,84.0,47.0,54.0,5.0,9.0,7.0,28.0,1035542.0,1339273.661697
29097,17.0,6.0,40.0,34.0,10.0,52.0,86.0,56.0,19.0,97.0,47.0,59.0,38.0,57.0,13.0,13.0,28.0,14.0,23.0,15.0,62.0,21.0,48.0,69.0,14.0,125.0,123.0,111.0,58.0,85.0,18.0,8.0,7.0,40.0,1374381.0,1704007.547694
29098,11.0,19.0,20.0,35.0,5.0,59.0,102.0,68.0,26.0,100.0,48.0,56.0,45.0,67.0,9.0,16.0,35.0,25.0,32.0,21.0,80.0,38.0,64.0,71.0,20.0,162.0,152.0,117.0,61.0,102.0,8.0,13.0,7.0,33.0,1352324.0,1592372.929846
29099,14.0,13.0,36.0,28.0,6.0,52.0,64.0,45.0,18.0,84.0,45.0,41.0,35.0,60.0,11.0,11.0,27.0,16.0,17.0,22.0,57.0,24.0,66.0,53.0,14.0,111.0,127.0,77.0,53.0,64.0,8.0,9.0,10.0,45.0,1301415.0,1498424.139437
29100,5.0,11.0,29.0,28.0,4.0,43.0,52.0,37.0,10.0,64.0,31.0,29.0,30.0,50.0,9.0,19.0,23.0,14.0,11.0,13.0,60.0,14.0,69.0,43.0,19.0,88.0,105.0,67.0,86.0,58.0,8.0,11.0,6.0,22.0,903909.0,1332741.491095
29101,6.0,13.0,42.0,30.0,5.0,62.0,89.0,66.0,18.0,101.0,50.0,47.0,41.0,60.0,9.0,24.0,21.0,14.0,15.0,12.0,66.0,26.0,81.0,86.0,24.0,129.0,132.0,100.0,59.0,58.0,9.0,10.0,6.0,31.0,1242277.0,1553850.999422
29102,7.0,9.0,28.0,16.0,3.0,48.0,37.0,41.0,9.0,101.0,28.0,25.0,32.0,50.0,1.0,18.0,13.0,10.0,13.0,13.0,62.0,16.0,77.0,40.0,9.0,64.0,116.0,69.0,62.0,57.0,10.0,12.0,9.0,22.0,844965.0,1466466.862949
29103,10.0,17.0,32.0,29.0,3.0,54.0,70.0,65.0,24.0,89.0,45.0,47.0,35.0,59.0,7.0,14.0,30.0,13.0,24.0,19.0,57.0,21.0,48.0,59.0,16.0,117.0,110.0,83.0,54.0,73.0,6.0,8.0,7.0,34.0,1327308.0,1467764.228313
29104,4.0,10.0,33.0,26.0,4.0,44.0,69.0,52.0,16.0,75.0,41.0,46.0,34.0,56.0,6.0,13.0,26.0,12.0,25.0,15.0,67.0,20.0,74.0,59.0,19.0,111.0,107.0,93.0,46.0,74.0,8.0,8.0,6.0,32.0,1267565.0,1389831.997536
29105,13.0,20.0,41.0,37.0,7.0,60.0,104.0,93.0,32.0,124.0,59.0,59.0,49.0,83.0,9.0,20.0,35.0,20.0,28.0,23.0,70.0,32.0,84.0,88.0,22.0,121.0,139.0,109.0,72.0,87.0,13.0,8.0,14.0,38.0,1452477.0,1572586.360374
29106,10.0,10.0,31.0,25.0,5.0,62.0,67.0,66.0,17.0,83.0,46.0,52.0,38.0,70.0,8.0,12.0,18.0,13.0,14.0,14.0,68.0,21.0,74.0,53.0,12.0,97.0,119.0,89.0,60.0,67.0,6.0,11.0,6.0,35.0,1161361.0,1509170.384802
29107,14.0,11.0,34.0,30.0,6.0,51.0,74.0,63.0,23.0,107.0,50.0,62.0,50.0,55.0,5.0,20.0,25.0,13.0,26.0,30.0,63.0,30.0,63.0,62.0,12.0,94.0,113.0,78.0,40.0,80.0,10.0,11.0,5.0,42.0,1299622.0,1465899.246867
29108,11.0,17.0,37.0,33.0,7.0,58.0,101.0,55.0,21.0,105.0,47.0,54.0,66.0,56.0,6.0,20.0,22.0,17.0,15.0,19.0,72.0,35.0,65.0,76.0,16.0,127.0,99.0,91.0,61.0,77.0,7.0,12.0,9.0,65.0,1326791.0,1656099.456626
29109,15.0,4.0,30.0,29.0,6.0,55.0,71.0,65.0,22.0,93.0,59.0,57.0,38.0,59.0,7.0,21.0,31.0,21.0,25.0,22.0,67.0,25.0,79.0,63.0,15.0,113.0,118.0,90.0,56.0,84.0,8.0,11.0,8.0,28.0,1363887.0,1840381.292686
29110,7.0,12.0,25.0,22.0,6.0,52.0,70.0,51.0,16.0,70.0,47.0,39.0,48.0,51.0,11.0,12.0,22.0,10.0,18.0,17.0,59.0,17.0,49.0,51.0,13.0,98.0,93.0,73.0,41.0,57.0,6.0,8.0,7.0,28.0,1131631.0,1249241.966847
29111,5.0,9.0,25.0,37.0,5.0,55.0,62.0,61.0,24.0,99.0,35.0,64.0,38.0,57.0,6.0,15.0,21.0,15.0,22.0,33.0,57.0,17.0,49.0,62.0,13.0,112.0,118.0,109.0,55.0,64.0,6.0,10.0,8.0,24.0,1275126.0,1595458.565065
29112,13.0,18.0,44.0,41.0,5.0,67.0,82.0,75.0,24.0,123.0,47.0,43.0,44.0,95.0,9.0,26.0,43.0,18.0,25.0,28.0,78.0,36.0,70.0,63.0,13.0,124.0,132.0,111.0,62.0,84.0,9.0,10.0,8.0,28.0,1330168.0,1587124.99435
29113,18.0,12.0,27.0,30.0,15.0,60.0,87.0,71.0,20.0,79.0,40.0,50.0,48.0,55.0,11.0,20.0,25.0,20.0,30.0,14.0,78.0,36.0,68.0,74.0,9.0,92.0,126.0,109.0,51.0,90.0,8.0,8.0,9.0,37.0,1193657.0,1520662.42343
29114,8.0,10.0,30.0,41.0,4.0,47.0,59.0,60.0,21.0,103.0,39.0,52.0,35.0,39.0,6.0,12.0,22.0,11.0,15.0,26.0,44.0,20.0,53.0,48.0,9.0,101.0,103.0,61.0,53.0,51.0,8.0,7.0,7.0,23.0,1254156.0,1296186.455984
29115,13.0,9.0,34.0,22.0,4.0,46.0,62.0,61.0,20.0,102.0,38.0,55.0,39.0,54.0,6.0,15.0,19.0,13.0,14.0,29.0,57.0,19.0,59.0,50.0,10.0,86.0,85.0,65.0,44.0,55.0,7.0,9.0,5.0,35.0,1109874.0,1269598.615416
29116,10.0,10.0,29.0,29.0,5.0,62.0,90.0,58.0,18.0,87.0,58.0,45.0,47.0,69.0,8.0,16.0,24.0,19.0,22.0,18.0,76.0,23.0,72.0,66.0,13.0,120.0,112.0,70.0,68.0,72.0,8.0,8.0,13.0,29.0,1351249.0,1575932.877341
29117,13.0,19.0,51.0,40.0,6.0,70.0,98.0,81.0,27.0,116.0,58.0,79.0,122.0,74.0,9.0,23.0,40.0,18.0,21.0,39.0,88.0,28.0,104.0,83.0,20.0,126.0,132.0,115.0,70.0,75.0,9.0,11.0,7.0,46.0,1492482.0,1640288.185088
29118,15.0,11.0,47.0,35.0,4.0,52.0,103.0,59.0,25.0,108.0,50.0,64.0,39.0,76.0,10.0,18.0,36.0,16.0,21.0,28.0,81.0,34.0,65.0,85.0,25.0,139.0,142.0,119.0,67.0,83.0,11.0,12.0,13.0,37.0,1417086.0,1689839.553832
29119,8.0,13.0,33.0,32.0,3.0,47.0,64.0,73.0,23.0,97.0,43.0,60.0,39.0,61.0,5.0,16.0,24.0,15.0,21.0,24.0,71.0,25.0,69.0,75.0,17.0,113.0,123.0,106.0,60.0,62.0,7.0,8.0,8.0,35.0,1301078.0,1373852.649004
29120,10.0,10.0,38.0,40.0,3.0,59.0,88.0,68.0,20.0,106.0,52.0,71.0,39.0,54.0,7.0,18.0,32.0,15.0,23.0,27.0,78.0,22.0,58.0,81.0,24.0,112.0,119.0,116.0,58.0,71.0,7.0,7.0,7.0,31.0,1456439.0,1792165.175063
29121,12.0,11.0,35.0,47.0,5.0,63.0,116.0,105.0,26.0,116.0,56.0,77.0,45.0,87.0,6.0,22.0,25.0,15.0,25.0,38.0,62.0,24.0,71.0,96.0,25.0,150.0,139.0,121.0,65.0,83.0,9.0,7.0,9.0,30.0,1355774.0,1506758.935541
29122,10.0,21.0,40.0,29.0,11.0,52.0,113.0,78.0,18.0,97.0,64.0,46.0,45.0,72.0,6.0,16.0,22.0,15.0,24.0,15.0,70.0,23.0,59.0,65.0,15.0,131.0,146.0,76.0,54.0,59.0,8.0,12.0,6.0,62.0,1388413.0,1502932.223921
29123,11.0,15.0,24.0,33.0,4.0,60.0,59.0,70.0,18.0,99.0,54.0,51.0,39.0,55.0,7.0,16.0,33.0,12.0,27.0,27.0,58.0,27.0,67.0,65.0,24.0,109.0,91.0,123.0,62.0,95.0,7.0,9.0,16.0,31.0,1256817.0,1686640.046491
29124,15.0,10.0,34.0,34.0,3.0,49.0,81.0,75.0,21.0,107.0,46.0,51.0,38.0,54.0,12.0,18.0,26.0,17.0,29.0,25.0,66.0,22.0,60.0,62.0,14.0,124.0,111.0,85.0,65.0,58.0,8.0,8.0,11.0,27.0,1326739.0,1498432.657899
29125,9.0,9.0,32.0,32.0,6.0,57.0,82.0,56.0,21.0,111.0,49.0,61.0,37.0,59.0,7.0,14.0,24.0,11.0,14.0,33.0,66.0,18.0,67.0,73.0,13.0,83.0,96.0,90.0,56.0,91.0,7.0,8.0,7.0,36.0,1209242.0,1475579.029928
29126,11.0,13.0,38.0,39.0,4.0,57.0,82.0,53.0,17.0,119.0,56.0,67.0,38.0,53.0,6.0,19.0,26.0,15.0,18.0,20.0,64.0,26.0,70.0,68.0,11.0,99.0,136.0,109.0,54.0,89.0,6.0,10.0,10.0,28.0,1367097.0,1593577.592069
29127,21.0,11.0,37.0,32.0,3.0,60.0,84.0,65.0,25.0,94.0,49.0,55.0,47.0,75.0,8.0,13.0,32.0,16.0,21.0,18.0,55.0,21.0,66.0,77.0,13.0,95.0,125.0,79.0,54.0,86.0,7.0,8.0,8.0,29.0,1296540.0,1486606.996707
29128,9.0,10.0,49.0,28.0,4.0,57.0,82.0,73.0,18.0,110.0,49.0,50.0,42.0,55.0,7.0,19.0,26.0,13.0,27.0,18.0,65.0,17.0,78.0,74.0,14.0,124.0,137.0,103.0,52.0,76.0,9.0,10.0,6.0,34.0,1309538.0,1680545.763943
29129,22.0,16.0,34.0,26.0,6.0,46.0,101.0,81.0,23.0,101.0,54.0,59.0,45.0,69.0,16.0,12.0,25.0,18.0,21.0,15.0,71.0,30.0,66.0,72.0,17.0,142.0,130.0,93.0,53.0,78.0,6.0,9.0,7.0,31.0,1272738.0,1417557.980102
29130,7.0,16.0,36.0,32.0,6.0,48.0,67.0,54.0,22.0,108.0,43.0,50.0,49.0,49.0,8.0,15.0,36.0,20.0,24.0,29.0,69.0,23.0,68.0,73.0,20.0,121.0,125.0,91.0,47.0,73.0,8.0,8.0,6.0,68.0,1340420.0,1426234.000931
29131,17.0,17.0,40.0,35.0,3.0,69.0,95.0,57.0,17.0,100.0,41.0,54.0,48.0,60.0,7.0,19.0,21.0,13.0,25.0,23.0,66.0,24.0,66.0,60.0,17.0,116.0,117.0,89.0,62.0,71.0,6.0,8.0,7.0,36.0,1371735.0,1543376.846638
29132,11.0,15.0,39.0,36.0,5.0,57.0,88.0,73.0,30.0,103.0,55.0,47.0,48.0,72.0,10.0,17.0,20.0,21.0,22.0,21.0,66.0,22.0,64.0,71.0,16.0,132.0,132.0,107.0,62.0,69.0,8.0,7.0,13.0,33.0,1383389.0,1525393.506428
29133,5.0,10.0,27.0,27.0,5.0,64.0,70.0,49.0,19.0,97.0,40.0,34.0,35.0,47.0,11.0,12.0,25.0,12.0,19.0,11.0,55.0,27.0,43.0,55.0,8.0,92.0,99.0,82.0,46.0,57.0,6.0,9.0,6.0,27.0,1135896.0,1381078.062031
29134,10.0,9.0,34.0,38.0,4.0,43.0,86.0,69.0,18.0,132.0,48.0,57.0,45.0,52.0,7.0,15.0,32.0,20.0,17.0,26.0,66.0,25.0,56.0,77.0,19.0,112.0,112.0,112.0,58.0,68.0,12.0,11.0,6.0,22.0,1275048.0,1381563.074553
29135,9.0,15.0,27.0,29.0,3.0,44.0,81.0,46.0,23.0,104.0,43.0,56.0,45.0,58.0,5.0,16.0,23.0,11.0,14.0,18.0,50.0,24.0,49.0,57.0,16.0,106.0,93.0,95.0,50.0,57.0,6.0,6.0,5.0,25.0,1303855.0,1556978.567682
29136,9.0,13.0,25.0,29.0,4.0,49.0,92.0,62.0,26.0,101.0,49.0,51.0,36.0,64.0,6.0,20.0,16.0,18.0,20.0,15.0,50.0,28.0,55.0,69.0,18.0,119.0,132.0,74.0,56.0,74.0,8.0,12.0,7.0,29.0,1178304.0,1421616.692996
29137,19.0,7.0,36.0,30.0,10.0,59.0,93.0,76.0,18.0,78.0,50.0,61.0,41.0,75.0,12.0,18.0,38.0,23.0,19.0,19.0,71.0,18.0,71.0,80.0,15.0,116.0,113.0,110.0,83.0,97.0,6.0,16.0,12.0,32.0,1252120.0,1735326.126065
29150,7.0,11.0,24.0,23.0,6.0,49.0,81.0,51.0,20.0,87.0,46.0,44.0,30.0,57.0,8.0,14.0,28.0,11.0,18.0,19.0,69.0,19.0,62.0,85.0,13.0,78.0,101.0,107.0,53.0,79.0,11.0,14.0,7.0,24.0,1019562.0,1221639.524708
29151,8.0,8.0,33.0,41.0,5.0,61.0,73.0,52.0,20.0,96.0,38.0,73.0,28.0,49.0,8.0,16.0,18.0,14.0,19.0,30.0,53.0,21.0,54.0,56.0,19.0,102.0,145.0,82.0,66.0,58.0,8.0,9.0,6.0,40.0,1082870.0,1337720.632906
29152,13.0,11.0,25.0,40.0,8.0,52.0,75.0,66.0,22.0,121.0,58.0,60.0,43.0,62.0,8.0,20.0,28.0,18.0,19.0,30.0,79.0,22.0,63.0,79.0,17.0,117.0,116.0,87.0,76.0,63.0,9.0,12.0,10.0,46.0,1181883.0,1446820.178518
29153,14.0,17.0,34.0,29.0,5.0,59.0,91.0,59.0,21.0,107.0,49.0,67.0,47.0,80.0,5.0,19.0,23.0,19.0,26.0,27.0,91.0,33.0,63.0,74.0,16.0,159.0,125.0,112.0,79.0,107.0,9.0,10.0,9.0,34.0,1292533.0,1619929.036359
29154,14.0,25.0,44.0,23.0,6.0,64.0,74.0,72.0,17.0,100.0,39.0,57.0,42.0,59.0,11.0,18.0,27.0,16.0,16.0,16.0,84.0,30.0,70.0,64.0,19.0,142.0,101.0,85.0,70.0,60.0,9.0,14.0,15.0,39.0,1115604.0,1364303.737929
29155,9.0,9.0,34.0,29.0,4.0,60.0,93.0,55.0,23.0,116.0,58.0,60.0,50.0,74.0,19.0,18.0,23.0,17.0,21.0,40.0,79.0,20.0,70.0,69.0,21.0,110.0,169.0,99.0,63.0,76.0,10.0,20.0,11.0,49.0,1198295.0,1517833.548516
29156,12.0,17.0,45.0,46.0,6.0,66.0,95.0,87.0,19.0,220.0,58.0,56.0,37.0,75.0,10.0,25.0,28.0,19.0,16.0,24.0,86.0,34.0,72.0,92.0,24.0,113.0,145.0,130.0,83.0,123.0,8.0,11.0,13.0,33.0,1424613.0,1787722.591723
29157,15.0,13.0,33.0,35.0,3.0,65.0,80.0,60.0,21.0,134.0,58.0,70.0,35.0,64.0,9.0,19.0,35.0,12.0,20.0,35.0,88.0,29.0,70.0,78.0,20.0,135.0,130.0,111.0,75.0,60.0,11.0,13.0,8.0,40.0,1111519.0,1385453.593622
29158,9.0,5.0,39.0,42.0,10.0,50.0,99.0,92.0,25.0,139.0,54.0,59.0,37.0,67.0,6.0,25.0,38.0,18.0,27.0,27.0,67.0,25.0,75.0,92.0,11.0,113.0,112.0,126.0,61.0,88.0,8.0,18.0,14.0,44.0,1126112.0,1201258.65943
29159,7.0,9.0,31.0,27.0,3.0,55.0,65.0,66.0,17.0,113.0,44.0,54.0,38.0,62.0,7.0,13.0,17.0,10.0,20.0,25.0,72.0,22.0,56.0,58.0,19.0,117.0,113.0,91.0,65.0,70.0,10.0,11.0,11.0,22.0,1062001.0,1275199.835605
29160,10.0,7.0,31.0,29.0,4.0,49.0,68.0,59.0,21.0,85.0,42.0,56.0,60.0,57.0,10.0,23.0,22.0,15.0,23.0,26.0,67.0,26.0,52.0,69.0,23.0,125.0,134.0,115.0,56.0,74.0,6.0,11.0,8.0,48.0,1071683.0,1309836.618575
29161,14.0,9.0,23.0,28.0,5.0,66.0,64.0,68.0,21.0,102.0,47.0,58.0,50.0,51.0,15.0,11.0,28.0,16.0,41.0,20.0,72.0,21.0,55.0,55.0,7.0,110.0,116.0,89.0,59.0,74.0,9.0,12.0,12.0,39.0,1084854.0,1350965.623773
29162,14.0,15.0,21.0,26.0,10.0,65.0,87.0,42.0,27.0,121.0,46.0,57.0,52.0,51.0,11.0,18.0,33.0,22.0,31.0,16.0,77.0,28.0,57.0,61.0,16.0,137.0,145.0,100.0,73.0,89.0,9.0,10.0,11.0,32.0,1147235.0,1391197.853926
29163,6.0,17.0,31.0,38.0,5.0,57.0,76.0,73.0,16.0,121.0,45.0,61.0,41.0,59.0,12.0,28.0,30.0,20.0,21.0,19.0,77.0,21.0,66.0,63.0,14.0,118.0,127.0,110.0,57.0,65.0,9.0,9.0,6.0,40.0,1095171.0,1328066.779248
29164,6.0,14.0,35.0,26.0,4.0,52.0,67.0,58.0,16.0,82.0,47.0,56.0,38.0,60.0,10.0,13.0,30.0,12.0,20.0,18.0,74.0,21.0,63.0,65.0,15.0,106.0,119.0,98.0,56.0,66.0,13.0,11.0,11.0,35.0,1054996.0,1288236.336994
29165,7.0,8.0,22.0,32.0,4.0,62.0,90.0,62.0,30.0,103.0,36.0,50.0,30.0,45.0,7.0,16.0,21.0,17.0,29.0,22.0,50.0,27.0,50.0,51.0,9.0,130.0,109.0,93.0,43.0,51.0,6.0,13.0,5.0,39.0,1073853.0,1337397.675297
29166,13.0,7.0,33.0,32.0,3.0,43.0,73.0,50.0,18.0,87.0,30.0,54.0,31.0,53.0,7.0,14.0,19.0,12.0,11.0,14.0,64.0,17.0,61.0,62.0,13.0,77.0,91.0,83.0,52.0,68.0,8.0,8.0,6.0,22.0,971197.0,1206964.333947
29167,9.0,12.0,21.0,29.0,4.0,47.0,56.0,40.0,16.0,104.0,34.0,68.0,36.0,47.0,9.0,16.0,27.0,13.0,21.0,18.0,51.0,17.0,53.0,56.0,12.0,74.0,91.0,85.0,53.0,56.0,7.0,15.0,10.0,31.0,996934.0,1261030.815154
29168,8.0,9.0,25.0,31.0,6.0,51.0,70.0,80.0,28.0,110.0,58.0,80.0,46.0,60.0,9.0,15.0,22.0,17.0,30.0,28.0,55.0,22.0,69.0,84.0,18.0,121.0,116.0,106.0,72.0,79.0,15.0,16.0,10.0,41.0,1182271.0,1562562.516895
