rh.aparc.thicknessstd,rh_bankssts_thicknessstd,rh_caudalanteriorcingulate_thicknessstd,rh_caudalmiddlefrontal_thicknessstd,rh_cuneus_thicknessstd,rh_entorhinal_thicknessstd,rh_fusiform_thicknessstd,rh_inferiorparietal_thicknessstd,rh_inferiortemporal_thicknessstd,rh_isthmuscingulate_thicknessstd,rh_lateraloccipital_thicknessstd,rh_lateralorbitofrontal_thicknessstd,rh_lingual_thicknessstd,rh_medialorbitofrontal_thicknessstd,rh_middletemporal_thicknessstd,rh_parahippocampal_thicknessstd,rh_paracentral_thicknessstd,rh_parsopercularis_thicknessstd,rh_parsorbitalis_thicknessstd,rh_parstriangularis_thicknessstd,rh_pericalcarine_thicknessstd,rh_postcentral_thicknessstd,rh_posteriorcingulate_thicknessstd,rh_precentral_thicknessstd,rh_precuneus_thicknessstd,rh_rostralanteriorcingulate_thicknessstd,rh_rostralmiddlefrontal_thicknessstd,rh_superiorfrontal_thicknessstd,rh_superiorparietal_thicknessstd,rh_superiortemporal_thicknessstd,rh_supramarginal_thicknessstd,rh_frontalpole_thicknessstd,rh_temporalpole_thicknessstd,rh_transversetemporal_thicknessstd,rh_insula_thicknessstd,BrainSegVolNotVent,eTIV
29016,0.462,0.576,0.522,0.51,0.703,0.713,0.622,0.676,0.82,0.603,0.766,0.626,0.773,0.614,0.752,0.596,0.521,0.71,0.649,0.31,0.689,0.797,0.641,0.589,0.557,0.606,0.642,0.516,0.69,0.611,0.669,0.578,0.518,0.835,1291429.0,1778540.749043
29017,0.47,0.75,0.542,0.585,0.904,0.734,0.537,0.72,0.627,0.542,0.662,0.505,0.622,0.633,0.973,0.737,0.455,0.635,0.455,0.413,0.596,0.608,0.645,0.532,0.699,0.563,0.547,0.722,0.681,0.585,0.525,0.58,0.549,0.79,1081716.0,1702201.738778
29018,0.402,0.695,0.5,0.425,0.872,0.607,0.445,0.615,0.677,0.529,0.738,0.677,0.59,0.562,0.721,0.559,0.494,0.751,0.473,0.415,0.597,0.73,0.573,0.529,0.598,0.554,0.586,0.449,0.587,0.538,0.649,0.572,0.396,0.747,1193945.0,1605555.16298
29019,0.527,0.482,0.415,0.445,0.804,0.693,0.47,0.714,0.855,0.513,0.728,0.648,0.629,0.63,0.803,0.559,0.428,0.675,0.552,0.424,0.593,0.715,0.567,0.539,0.527,0.558,0.558,0.512,0.641,0.511,0.63,0.94,0.481,0.915,1135911.0,1571357.005034
29020,0.394,0.446,0.493,0.4,0.8,0.609,0.53,0.701,0.72,0.505,0.679,0.565,0.722,0.653,0.66,0.485,0.428,0.757,0.626,0.393,0.619,0.744,0.605,0.594,0.74,0.736,0.617,0.465,0.611,0.625,0.657,0.752,0.413,0.719,1071353.0,1538793.631382
29021,0.489,0.511,0.535,0.344,0.817,0.653,0.523,0.688,0.708,0.494,0.745,0.596,0.571,0.666,0.838,0.556,0.405,0.567,0.489,0.37,0.637,0.674,0.585,0.578,0.578,0.533,0.524,0.445,0.713,0.578,0.472,0.644,0.404,0.856,1210932.0,1695314.667027
29022,0.427,0.554,0.509,0.454,0.798,0.621,0.559,0.693,0.871,0.566,0.77,0.619,0.631,0.663,0.747,0.632,0.624,0.653,0.531,0.435,0.618,0.754,0.634,0.59,0.629,0.592,0.632,0.579,0.65,0.584,0.58,0.565,0.548,0.873,1107831.0,1470107.131418
29023,0.448,0.768,0.526,0.474,0.862,0.601,0.527,0.664,0.87,0.543,0.666,0.645,0.61,0.662,0.8,0.566,0.441,0.864,0.597,0.3,0.66,0.695,0.652,0.602,0.694,0.628,0.653,0.507,0.64,0.549,0.523,0.707,0.484,0.753,1093526.0,1461360.235733
29024,0.423,0.754,0.538,0.507,0.741,0.635,0.507,0.634,0.87,0.52,0.706,0.592,0.619,0.57,0.708,0.526,0.508,0.654,0.501,0.32,0.637,0.678,0.591,0.585,0.744,0.586,0.584,0.486,0.716,0.598,0.677,0.621,0.417,0.794,1309318.0,1856582.750287
29025,0.608,0.417,0.518,0.527,0.838,0.631,0.684,0.603,0.829,0.767,0.702,0.578,0.623,0.61,0.766,0.51,0.445,0.664,0.574,0.353,0.617,0.642,0.651,0.593,0.526,0.584,0.604,0.528,0.703,0.498,0.546,0.549,0.499,0.84,1066949.0,1557791.755477
29026,0.47,0.59,0.464,0.344,0.776,0.722,0.527,0.67,0.694,0.573,0.776,0.586,0.603,0.615,0.784,0.542,0.441,0.563,0.477,0.474,0.562,0.651,0.567,0.625,0.684,0.585,0.562,0.458,0.666,0.568,0.784,0.893,0.515,0.799,1022913.0,1466694.164119
29027,0.481,0.587,0.533,0.389,0.929,0.702,0.534,0.692,0.729,0.64,0.707,0.474,0.718,0.666,0.754,0.501,0.649,0.648,0.522,0.248,0.689,0.658,0.61,0.583,0.896,0.523,0.624,0.492,0.713,0.605,0.56,0.794,0.466,0.91,1101888.0,1514846.654088
29028,0.445,0.901,0.495,0.509,0.918,0.702,0.592,0.722,0.896,0.574,0.854,0.591,0.754,0.667,0.561,0.559,0.822,0.735,0.683,0.569,0.681,0.809,0.698,0.61,0.869,0.673,0.64,0.558,0.71,0.656,0.725,0.952,0.58,1.023,1208398.0,1638917.049984
29029,0.473,0.721,0.56,0.467,1.034,0.667,0.642,0.886,0.831,0.574,0.719,0.65,0.776,0.703,0.811,0.641,0.534,0.707,0.656,0.372,0.664,0.753,0.634,0.597,0.883,0.638,0.682,0.572,0.691,0.663,0.809,0.981,0.589,1.02,1117951.0,1411384.384547
29030,0.403,0.508,0.573,0.459,0.731,0.674,0.646,0.65,0.847,0.531,0.803,0.652,0.849,0.717,0.779,0.544,0.516,0.97,0.708,0.44,0.72,1.047,0.611,0.665,0.863,0.706,0.711,0.652,0.64,0.607,0.739,0.558,0.36,0.907,1067879.0,1488992.310389
29031,0.35,0.624,0.569,0.354,0.846,0.709,0.579,0.771,0.938,0.525,0.751,0.592,0.65,0.651,0.58,0.505,0.574,0.908,0.587,0.364,0.721,0.865,0.587,0.654,0.569,0.608,0.622,0.566,0.608,0.624,0.585,0.793,0.536,0.832,1360298.0,1890102.227904
29032,0.476,0.732,0.524,0.432,0.642,0.658,0.578,0.679,0.823,0.497,0.647,0.633,0.681,0.674,0.8,0.656,0.462,0.752,0.523,0.46,0.622,0.745,0.558,0.647,0.69,0.634,0.636,0.53,0.542,0.612,0.661,0.853,0.433,0.82,1223546.0,1683748.36515
29033,0.444,0.678,0.418,0.388,1.022,0.73,0.462,0.592,0.592,0.427,0.706,0.537,0.599,0.492,0.847,0.404,0.416,0.486,0.419,0.386,0.571,0.605,0.52,0.563,0.561,0.508,0.499,0.414,0.614,0.477,0.478,0.593,0.541,0.688,1080892.0,1317399.772267
29034,0.456,0.704,0.555,0.512,0.684,0.669,0.558,0.635,0.878,0.547,0.753,0.648,0.76,0.683,0.725,0.588,0.528,0.615,0.521,0.364,0.681,0.853,0.588,0.687,0.529,0.579,0.636,0.468,0.587,0.591,0.803,0.805,0.499,0.765,1288447.0,1718196.147319
29035,0.542,0.654,0.527,0.429,0.544,0.664,0.525,0.64,0.786,0.435,0.792,0.582,0.671,0.686,0.919,0.51,0.422,0.579,0.573,0.397,0.577,0.698,0.534,0.58,0.667,0.578,0.624,0.421,0.639,0.485,0.627,0.607,0.494,0.811,1232192.0,1670373.898138
29036,0.434,0.582,0.509,0.419,0.714,0.664,0.532,0.618,0.807,0.444,0.828,0.609,0.697,0.566,0.726,0.623,0.555,0.668,0.544,0.561,0.644,0.783,0.561,0.556,0.644,0.554,0.614,0.464,0.573,0.559,0.573,0.552,0.478,0.799,1218556.0,1317639.088832
29037,0.491,0.668,0.573,0.71,0.652,0.775,0.564,0.794,0.946,0.553,0.764,0.598,0.638,0.718,0.852,0.648,0.523,0.7,0.619,0.511,0.646,0.87,0.697,0.599,0.75,0.663,0.683,0.561,0.661,0.633,0.729,0.977,0.476,0.9,1329930.0,1856272.11112
29038,0.548,0.484,0.477,0.591,0.709,0.657,0.585,0.693,0.893,0.505,0.799,0.597,0.582,0.681,0.952,0.469,0.509,0.75,0.585,0.344,0.608,0.767,0.548,0.615,0.578,0.649,0.592,0.491,0.669,0.536,0.812,0.728,0.379,0.752,1174458.0,1629845.729821
29039,0.422,0.849,0.55,0.447,0.798,0.687,0.655,0.662,0.896,0.599,0.885,0.554,0.779,0.717,0.839,0.599,0.53,0.709,0.661,0.43,0.682,0.945,0.622,0.656,0.604,0.685,0.699,0.543,0.706,0.638,0.609,0.685,0.548,0.736,1271315.0,1692749.758438
29040,0.398,0.595,0.558,0.328,0.961,0.612,0.471,0.574,0.737,0.407,0.652,0.556,0.647,0.518,0.826,0.509,0.557,0.541,0.506,0.422,0.521,0.781,0.536,0.551,0.642,0.563,0.55,0.443,0.596,0.498,0.61,0.754,0.555,0.79,1059970.0,1431173.753434
29041,0.376,0.616,0.564,0.538,0.616,0.656,0.542,0.651,0.603,0.56,0.725,0.635,0.612,0.62,0.662,0.467,0.498,0.707,0.644,0.409,0.619,0.729,0.602,0.586,0.586,0.595,0.586,0.474,0.619,0.622,0.544,0.873,0.437,0.892,1066572.0,1197256.32849
29042,0.411,0.757,0.526,0.4,0.811,0.651,0.541,0.687,0.858,0.534,0.79,0.605,0.686,0.592,0.652,0.551,0.628,0.758,0.588,0.428,0.607,0.721,0.598,0.601,0.628,0.614,0.672,0.505,0.647,0.525,0.684,0.592,0.488,0.8,1261415.0,1771879.117278
29043,0.378,0.538,0.594,0.371,0.772,0.683,0.503,0.668,0.642,0.478,0.663,0.688,0.691,0.552,0.646,0.479,0.411,0.625,0.594,0.476,0.615,0.595,0.622,0.499,0.587,0.559,0.583,0.488,0.626,0.542,0.434,0.761,0.58,0.807,1135167.0,1562504.997136
29044,0.538,0.911,0.598,0.457,0.84,0.64,0.62,0.687,1.015,0.481,0.695,0.629,0.842,0.664,0.895,0.603,0.545,0.649,0.679,0.445,0.7,0.828,0.565,0.673,0.917,0.646,0.653,0.539,0.737,0.644,0.549,0.865,0.585,0.927,1140054.0,1425244.371937
29045,0.492,0.725,0.559,0.443,0.884,0.678,0.615,0.649,0.794,0.552,0.838,0.52,0.608,0.619,0.946,0.481,0.586,0.852,0.583,0.358,0.616,0.755,0.572,0.641,0.7,0.628,0.59,0.52,0.564,0.55,0.549,0.65,0.545,0.865,1065661.0,1467786.639541
29046,0.424,0.814,0.544,0.434,0.749,0.609,0.59,0.66,0.865,0.532,0.657,0.596,0.826,0.702,0.768,0.564,0.59,0.588,0.616,0.502,0.702,0.913,0.544,0.605,0.824,0.679,0.694,0.54,0.637,0.554,0.499,0.802,0.416,0.868,1289862.0,1548710.391185
29047,0.344,0.498,0.488,0.359,0.921,0.576,0.509,0.619,0.705,0.494,0.674,0.619,0.518,0.593,0.754,0.507,0.441,0.591,0.448,0.454,0.55,0.573,0.503,0.54,0.562,0.496,0.523,0.465,0.56,0.449,0.545,0.63,0.365,0.813,1155545.0,1265642.114598
29048,0.502,0.557,0.535,0.465,0.599,0.563,0.548,0.649,0.733,0.512,0.701,0.519,0.59,0.573,0.73,0.609,0.42,0.62,0.603,0.383,0.683,0.635,0.625,0.595,0.662,0.616,0.634,0.448,0.665,0.567,0.552,0.642,0.527,0.774,1291431.0,1706218.273945
29049,0.419,0.754,0.465,0.364,0.557,0.688,0.502,0.68,0.861,0.565,0.787,0.605,0.649,0.605,0.608,0.524,0.419,0.706,0.483,0.373,0.628,0.824,0.506,0.538,0.843,0.622,0.567,0.543,0.612,0.611,0.588,0.617,0.498,0.778,1088751.0,1456249.599685
29050,0.469,0.775,0.473,0.37,0.751,0.62,0.627,0.685,0.824,0.528,0.706,0.736,0.67,0.648,0.974,0.581,0.477,0.641,0.575,0.46,0.667,0.85,0.525,0.585,0.746,0.657,0.533,0.51,0.627,0.639,0.754,0.682,0.521,0.758,1136441.0,1438758.322871
29051,0.474,0.767,0.438,0.367,0.743,0.593,0.567,0.735,0.847,0.552,0.691,0.532,0.793,0.646,0.768,0.536,0.556,0.757,0.586,0.352,0.657,0.771,0.588,0.589,0.847,0.615,0.625,0.525,0.628,0.553,0.631,0.56,0.484,0.802,1236676.0,1394858.178126
29052,0.396,0.644,0.5,0.356,0.64,0.735,0.598,0.565,0.74,0.465,0.737,0.551,0.709,0.632,0.783,0.55,0.583,0.691,0.573,0.418,0.582,0.74,0.549,0.566,0.776,0.613,0.558,0.466,0.637,0.544,0.527,0.796,0.38,0.919,1156517.0,1419942.697667
29053,0.444,0.761,0.591,0.483,0.957,0.702,0.575,0.686,0.708,0.497,0.83,0.576,0.721,0.579,0.887,0.525,0.389,0.71,0.54,0.478,0.566,0.717,0.578,0.562,0.719,0.525,0.581,0.489,0.6,0.561,0.495,0.595,0.494,0.827,1183035.0,1266873.082774
29054,0.408,0.608,0.43,0.468,0.662,0.629,0.577,0.68,0.708,0.635,0.727,0.691,0.683,0.651,0.824,0.473,0.447,0.689,0.582,0.34,0.535,0.64,0.624,0.527,0.627,0.573,0.57,0.506,0.6,0.492,0.515,0.678,0.362,0.743,1150208.0,1497480.42679
29055,0.62,0.931,0.568,0.528,0.702,0.721,0.628,0.831,0.841,0.528,0.761,0.674,0.725,0.745,0.646,0.542,0.589,0.78,0.694,0.457,0.735,0.807,0.663,0.584,0.794,0.687,0.703,0.555,0.777,0.611,0.67,1.219,0.686,0.944,1038553.0,1438126.644508
29056,0.44,0.798,0.552,0.427,0.789,0.646,0.654,0.791,0.977,0.538,0.786,0.57,0.74,0.676,0.774,0.522,0.519,1.0,0.596,0.464,0.616,0.764,0.576,0.725,0.852,0.714,0.667,0.553,0.634,0.61,0.657,0.725,0.396,0.847,1140099.0,1562825.368849
29057,0.549,0.796,0.47,0.48,0.779,0.691,0.604,0.749,0.805,0.56,0.718,0.603,0.91,0.804,0.831,0.633,0.615,0.74,0.627,0.336,0.618,0.856,0.643,0.572,0.707,0.61,0.668,0.614,0.749,0.64,0.861,0.64,0.484,0.9,1157816.0,1438467.927558
29058,0.453,0.666,0.497,0.503,0.83,0.606,0.564,0.68,0.824,0.577,0.741,0.578,0.777,0.699,0.797,0.597,0.458,0.706,0.612,0.41,0.612,0.663,0.621,0.562,0.585,0.672,0.608,0.488,0.709,0.515,0.697,0.676,0.454,0.802,1334563.0,1415979.156889
29059,0.584,0.67,0.506,0.47,0.82,0.603,0.483,0.652,0.837,0.52,0.609,0.624,0.782,0.75,0.837,0.643,0.572,0.516,0.598,0.337,0.571,0.719,0.62,0.572,0.61,0.58,0.557,0.514,0.668,0.521,0.675,0.58,0.427,0.844,1448830.0,1553440.668922
29060,0.508,0.631,0.589,0.439,0.631,0.593,0.56,0.708,0.812,0.612,0.725,0.608,0.65,0.765,0.73,0.531,0.522,0.812,0.588,0.289,0.591,0.654,0.613,0.559,0.592,0.689,0.636,0.562,0.667,0.565,0.638,0.672,0.486,0.666,1093825.0,1250719.813314
29062,0.882,0.927,0.569,0.74,1.016,0.683,0.799,0.815,0.908,0.77,0.828,0.779,0.993,0.804,0.788,0.739,0.66,0.786,0.717,0.755,0.658,0.582,0.716,0.765,0.797,0.806,0.873,0.737,0.784,0.692,0.951,0.783,0.501,0.84,888153.0,1694629.39279
29063,0.717,0.798,0.668,0.424,0.831,0.758,0.634,0.811,0.963,0.658,0.771,0.606,0.879,0.749,0.815,0.582,0.597,0.841,0.681,0.481,0.653,0.948,0.644,0.593,0.823,0.712,0.779,0.596,0.676,0.584,0.774,0.692,0.647,0.867,1417213.0,1778932.028461
29064,0.549,0.715,0.763,0.522,0.898,0.725,0.669,0.85,0.894,0.64,0.752,0.695,1.074,0.81,0.844,0.681,0.788,0.714,0.894,0.493,0.737,0.915,0.747,0.645,0.954,0.863,0.903,0.574,0.861,0.855,0.857,0.74,0.522,0.944,1164760.0,1494360.776034
29065,0.554,0.839,0.558,0.438,0.819,0.644,0.581,0.785,0.737,0.539,0.769,0.563,1.059,0.768,0.902,0.629,0.626,0.851,0.813,0.451,0.579,0.619,0.594,0.622,0.762,0.712,0.701,0.51,0.8,0.594,0.703,0.817,0.477,0.798,1232785.0,1277795.077076
29066,0.51,0.705,0.563,0.439,0.877,0.678,0.612,0.776,0.732,0.527,0.682,0.572,0.703,0.825,0.972,0.681,0.563,0.752,0.634,0.375,0.546,0.563,0.618,0.582,0.827,0.69,0.724,0.54,0.719,0.637,0.782,0.823,0.492,0.94,1319388.0,1322368.303199
29067,0.79,1.098,0.755,0.808,1.033,0.749,0.693,0.775,0.932,0.599,0.871,0.591,0.959,0.891,0.76,0.888,0.886,0.973,0.792,0.598,0.804,0.944,0.748,0.855,0.823,0.841,0.821,0.744,0.811,0.822,0.882,0.674,0.613,0.973,919863.0,1792584.298878
29068,0.589,0.686,0.627,0.388,0.79,0.663,0.597,0.783,0.722,0.565,0.703,0.638,0.869,0.789,0.711,0.556,0.583,0.677,0.617,0.415,0.583,0.695,0.595,0.548,0.73,0.668,0.724,0.571,0.742,0.681,0.863,0.803,0.447,0.811,1199321.0,1434967.860228
29069,0.499,0.608,0.717,0.518,0.985,0.745,0.65,0.918,0.712,0.531,0.746,0.536,0.885,0.751,0.752,0.576,0.624,0.723,0.847,0.478,0.566,0.556,0.613,0.566,0.656,0.885,0.924,0.526,0.767,0.68,1.043,1.054,0.513,1.018,1196097.0,1313598.439592
29070,0.502,0.667,0.566,0.468,0.845,0.711,0.566,0.79,0.786,0.558,0.771,0.548,0.782,0.74,0.861,0.543,0.597,0.778,0.622,0.383,0.561,0.68,0.6,0.624,0.835,0.649,0.686,0.543,0.742,0.543,0.628,0.847,0.44,0.818,1413195.0,1695298.311035
29071,0.512,0.748,0.508,0.519,0.674,0.647,0.549,0.733,0.924,0.572,0.66,0.642,0.71,0.733,0.743,0.582,0.583,0.672,0.633,0.365,0.622,0.784,0.6,0.608,0.655,0.63,0.645,0.523,0.638,0.596,0.792,0.725,0.523,0.835,1294033.0,1504861.508174
29072,0.55,0.601,0.576,0.56,0.761,0.664,0.59,0.86,0.904,0.615,0.731,0.687,0.783,0.81,0.848,0.569,0.586,0.84,0.695,0.417,0.722,0.801,0.588,0.711,0.856,0.68,0.737,0.596,0.712,0.571,0.837,0.921,0.527,0.805,1372692.0,1783621.767705
29073,0.639,0.52,0.493,0.382,0.833,0.601,0.565,0.653,0.799,0.618,0.74,0.646,0.749,0.708,0.892,0.511,0.501,0.792,0.677,0.412,0.698,0.578,0.622,0.597,0.764,0.639,0.592,0.524,0.739,0.59,0.785,0.811,0.512,0.791,1299557.0,1460043.897765
29074,0.485,0.606,0.474,0.496,0.824,0.635,0.552,0.786,0.843,0.569,0.693,0.603,0.705,0.699,0.88,0.647,0.507,0.702,0.553,0.463,0.583,0.606,0.54,0.551,0.616,0.574,0.63,0.546,0.657,0.552,0.749,0.836,0.563,0.747,1370519.0,1499393.254491
29075,0.476,0.908,0.6,0.558,0.779,0.644,0.522,0.81,0.902,0.635,0.804,0.616,0.861,0.825,0.902,0.603,0.635,0.868,0.593,0.537,0.629,1.008,0.619,0.602,0.836,0.599,0.705,0.55,0.822,0.618,0.814,0.924,0.522,0.859,1245733.0,1521635.448653
29076,0.502,0.718,0.608,0.479,0.912,0.581,0.519,0.683,0.752,0.545,0.697,0.639,0.766,0.709,0.623,0.429,0.532,0.727,0.553,0.461,0.518,0.804,0.616,0.554,0.619,0.559,0.631,0.504,0.613,0.565,0.707,0.699,0.311,0.782,1280774.0,1596972.473839
29077,0.443,0.768,0.54,0.441,0.926,0.598,0.49,0.741,0.708,0.456,0.666,0.456,0.773,0.674,0.685,0.586,0.562,0.571,0.546,0.325,0.52,0.656,0.518,0.54,0.764,0.559,0.584,0.446,0.688,0.484,0.642,0.881,0.451,0.798,1301833.0,1358534.314716
29078,0.384,0.732,0.693,0.56,0.921,0.591,0.56,0.714,0.639,0.688,0.744,0.582,0.849,0.73,0.824,0.582,0.507,0.768,0.641,0.406,0.593,0.752,0.625,0.633,0.785,0.686,0.728,0.514,0.629,0.54,0.835,0.819,0.526,0.881,1025716.0,1360018.353659
29079,0.502,0.539,0.639,0.572,0.896,0.723,0.659,0.764,0.773,0.707,0.757,0.77,1.021,0.781,0.782,0.613,0.633,0.748,0.651,0.649,0.525,0.53,0.608,0.766,0.755,0.867,0.74,0.627,0.77,0.591,0.743,0.87,0.461,0.94,1123373.0,1624471.196266
29080,0.501,0.487,0.539,0.544,0.839,0.643,0.523,0.739,0.708,0.561,0.676,0.563,0.768,0.735,0.84,0.529,0.573,0.703,0.595,0.345,0.585,0.652,0.646,0.595,0.637,0.625,0.703,0.528,0.704,0.584,0.768,0.685,0.478,0.812,1266425.0,1721884.472908
29081,0.454,0.905,0.607,0.455,0.8,0.636,0.547,0.688,0.762,0.608,0.66,0.515,0.872,0.807,0.637,0.646,0.549,0.719,0.698,0.416,0.655,0.722,0.679,0.555,0.8,0.603,0.775,0.501,0.666,0.528,0.662,0.866,0.438,0.905,1259222.0,1269140.818933
29082,0.507,0.695,0.514,0.49,0.778,0.627,0.52,0.693,0.728,0.509,0.663,0.615,0.845,0.781,0.797,0.613,0.563,0.767,0.621,0.36,0.602,0.669,0.636,0.559,0.638,0.635,0.672,0.556,0.763,0.574,0.72,0.856,0.49,0.768,1248330.0,1549724.650122
29083,0.455,0.515,0.467,0.346,0.791,0.611,0.483,0.741,0.747,0.534,0.66,0.534,0.645,0.673,0.745,0.645,0.505,0.763,0.556,0.27,0.548,0.631,0.606,0.567,0.627,0.553,0.605,0.519,0.646,0.53,0.587,0.895,0.54,0.847,1364734.0,1771728.702472
29084,0.563,0.649,0.49,0.424,0.656,0.613,0.531,0.688,0.655,0.518,0.7,0.576,0.794,0.713,0.517,0.597,0.6,0.658,0.562,0.297,0.621,0.58,0.594,0.53,0.687,0.588,0.614,0.509,0.702,0.6,0.65,0.721,0.433,0.813,1199051.0,1285293.193043
29085,0.546,0.686,0.527,0.358,0.947,0.613,0.515,0.745,0.836,0.575,0.72,0.65,0.681,0.718,0.786,0.657,0.525,0.663,0.628,0.446,0.647,0.6,0.61,0.522,0.729,0.591,0.623,0.485,0.636,0.551,0.763,0.723,0.459,0.79,1336544.0,1685353.899873
29086,0.528,0.488,0.402,0.328,0.983,0.719,0.511,0.694,0.715,0.537,0.717,0.518,0.693,0.726,0.729,0.574,0.515,0.621,0.535,0.346,0.593,0.563,0.545,0.512,0.568,0.532,0.616,0.51,0.724,0.565,0.691,0.701,0.477,0.843,1082435.0,1301088.055953
29087,0.416,0.593,0.462,0.461,1.046,0.649,0.539,0.715,0.765,0.576,0.802,0.61,0.667,0.761,0.899,0.562,0.559,0.735,0.598,0.388,0.667,0.573,0.637,0.593,0.619,0.633,0.635,0.477,0.639,0.559,0.663,0.679,0.455,0.691,1295342.0,1473720.861564
29088,0.505,0.512,0.527,0.464,0.813,0.623,0.588,0.707,0.741,0.539,0.739,0.643,0.698,0.759,0.674,0.662,0.571,0.706,0.598,0.407,0.59,0.672,0.572,0.567,0.668,0.618,0.611,0.502,0.73,0.596,0.906,0.778,0.487,0.794,1098475.0,1295574.51554
29089,0.408,0.589,0.525,0.42,0.797,0.655,0.466,0.743,0.723,0.543,0.729,0.575,0.84,0.705,0.788,0.562,0.507,0.582,0.571,0.37,0.569,0.672,0.655,0.547,0.712,0.574,0.624,0.482,0.695,0.48,0.628,1.049,0.398,0.857,1154405.0,1327348.362288
29090,0.512,0.69,0.559,0.396,0.819,0.662,0.56,0.768,0.736,0.537,0.676,0.556,0.82,0.705,0.805,0.6,0.562,0.696,0.511,0.428,0.635,0.661,0.663,0.628,0.709,0.599,0.716,0.495,0.607,0.522,0.583,0.896,0.313,0.859,1071857.0,1394877.941991
29091,0.416,0.576,0.561,0.48,0.779,0.627,0.579,0.663,0.612,0.536,0.717,0.615,0.836,0.663,0.732,0.597,0.505,0.652,0.553,0.418,0.643,0.716,0.57,0.514,0.691,0.653,0.609,0.474,0.67,0.525,0.668,0.814,0.446,0.875,1045624.0,1253192.053725
29092,0.454,0.844,0.501,0.531,1.01,0.605,0.55,0.764,0.841,0.57,0.665,0.629,0.829,0.713,0.782,0.568,0.521,0.702,0.582,0.312,0.602,0.715,0.556,0.616,0.661,0.553,0.665,0.53,0.67,0.565,0.709,0.836,0.432,0.89,1237369.0,1483455.543208
29093,0.626,0.722,0.527,0.426,0.888,0.667,0.553,0.729,0.714,0.596,0.785,0.581,0.851,0.747,0.841,0.55,0.555,0.708,0.575,0.371,0.599,0.601,0.539,0.579,0.794,0.613,0.647,0.501,0.679,0.544,0.723,0.941,0.361,0.848,1313845.0,1747253.295307
29094,0.562,0.568,0.537,0.494,0.834,0.632,0.571,0.704,0.777,0.611,0.725,0.594,0.858,0.823,0.875,0.557,0.57,0.846,0.618,0.365,0.673,0.665,0.653,0.573,0.941,0.687,0.688,0.475,0.722,0.554,0.514,0.694,0.601,0.986,1217115.0,1333684.390812
29096,0.62,0.752,0.609,0.508,0.925,0.623,0.621,0.781,0.834,0.591,0.811,0.633,0.859,0.852,0.811,0.637,0.646,0.839,0.583,0.538,0.68,0.794,0.607,0.679,0.752,0.723,0.749,0.553,0.797,0.712,0.849,1.057,0.478,0.72,1035542.0,1339273.661697
29097,0.6,0.739,0.61,0.512,0.83,0.695,0.642,0.815,0.972,0.59,0.794,0.635,0.76,0.829,0.906,0.598,0.626,0.785,0.69,0.463,0.688,0.817,0.678,0.657,0.73,0.711,0.77,0.595,0.76,0.676,0.814,0.753,0.605,0.889,1374381.0,1704007.547694
29098,0.613,0.854,0.533,0.524,0.822,0.767,0.779,0.802,1.034,0.607,0.83,0.683,0.86,0.823,0.731,0.613,0.575,0.766,0.647,0.426,0.706,0.761,0.654,0.677,0.856,0.779,0.841,0.616,0.754,0.754,0.821,0.97,0.61,0.925,1352324.0,1592372.929846
29099,0.611,0.68,0.72,0.534,0.78,0.657,0.668,0.719,0.826,0.656,0.74,0.642,0.842,0.806,0.678,0.611,0.598,0.683,0.686,0.506,0.652,0.773,0.648,0.64,0.732,0.663,0.792,0.66,0.759,0.647,0.691,0.867,0.625,0.778,1301415.0,1498424.139437
29100,0.587,0.86,0.659,0.496,1.305,0.708,0.714,0.738,0.678,0.597,0.762,0.626,0.804,0.852,0.916,0.674,0.659,0.773,0.843,0.516,0.708,0.909,0.6,0.815,0.648,0.774,0.882,0.598,0.702,0.673,0.772,0.89,0.567,0.788,903909.0,1332741.491095
29101,0.616,0.684,0.592,0.457,0.893,0.648,0.648,0.827,0.898,0.599,0.793,0.636,0.78,0.787,0.867,0.58,0.519,0.754,0.619,0.433,0.68,0.781,0.566,0.644,0.481,0.682,0.716,0.598,0.746,0.643,0.677,0.729,0.623,0.756,1242277.0,1553850.999422
29102,0.665,0.698,0.841,0.566,0.939,0.654,0.701,0.7,0.879,0.673,0.862,0.701,0.859,0.824,0.711,0.697,0.775,0.781,0.818,0.572,0.746,0.729,0.736,0.701,0.764,0.866,0.813,0.708,0.717,0.792,0.745,0.884,0.583,0.815,844965.0,1466466.862949
29103,0.487,0.725,0.475,0.436,0.705,0.662,0.619,0.783,0.787,0.574,0.695,0.685,0.684,0.819,0.704,0.566,0.621,0.795,0.621,0.42,0.709,0.747,0.619,0.587,0.63,0.625,0.634,0.518,0.643,0.603,0.689,0.68,0.45,0.747,1327308.0,1467764.228313
29104,0.442,0.549,0.496,0.583,0.916,0.692,0.576,0.801,0.716,0.557,0.676,0.666,0.86,0.795,0.892,0.575,0.553,0.68,0.662,0.448,0.632,0.6,0.608,0.569,0.738,0.73,0.675,0.549,0.72,0.603,0.675,0.836,0.627,0.925,1267565.0,1389831.997536
29105,0.551,0.777,0.519,0.393,0.762,0.646,0.586,0.773,0.773,0.552,0.668,0.632,0.831,0.762,0.87,0.596,0.495,0.654,0.603,0.456,0.65,0.72,0.581,0.558,0.772,0.596,0.631,0.549,0.617,0.597,0.731,0.664,0.547,0.724,1452477.0,1572586.360374
