rh.aparc.gauscurv,rh_bankssts_gauscurv,rh_caudalanteriorcingulate_gauscurv,rh_caudalmiddlefrontal_gauscurv,rh_cuneus_gauscurv,rh_entorhinal_gauscurv,rh_fusiform_gauscurv,rh_inferiorparietal_gauscurv,rh_inferiortemporal_gauscurv,rh_isthmuscingulate_gauscurv,rh_lateraloccipital_gauscurv,rh_lateralorbitofrontal_gauscurv,rh_lingual_gauscurv,rh_medialorbitofrontal_gauscurv,rh_middletemporal_gauscurv,rh_parahippocampal_gauscurv,rh_paracentral_gauscurv,rh_parsopercularis_gauscurv,rh_parsorbitalis_gauscurv,rh_parstriangularis_gauscurv,rh_pericalcarine_gauscurv,rh_postcentral_gauscurv,rh_posteriorcingulate_gauscurv,rh_precentral_gauscurv,rh_precuneus_gauscurv,rh_rostralanteriorcingulate_gauscurv,rh_rostralmiddlefrontal_gauscurv,rh_superiorfrontal_gauscurv,rh_superiorparietal_gauscurv,rh_superiortemporal_gauscurv,rh_supramarginal_gauscurv,rh_frontalpole_gauscurv,rh_temporalpole_gauscurv,rh_transversetemporal_gauscurv,rh_insula_gauscurv,BrainSegVolNotVent,eTIV
29031,0.016,0.014,0.019,0.024,0.039,0.019,0.024,0.027,0.027,0.03,0.032,0.03,0.025,0.024,0.012,0.017,0.018,0.025,0.02,0.02,0.017,0.022,0.018,0.023,0.023,0.026,0.02,0.022,0.02,0.021,0.051,0.025,0.025,0.018,1360298.0,1890102.227904
29032,0.012,0.02,0.016,0.025,0.018,0.021,0.026,0.025,0.021,0.023,0.024,0.031,0.024,0.02,0.011,0.017,0.022,0.024,0.021,0.029,0.016,0.023,0.016,0.019,0.025,0.027,0.022,0.021,0.016,0.022,0.048,0.026,0.018,0.021,1223546.0,1683748.36515
29033,0.013,0.02,0.017,0.025,0.028,0.021,0.022,0.025,0.029,0.026,0.026,0.024,0.022,0.02,0.012,0.017,0.018,0.023,0.019,0.022,0.017,0.026,0.02,0.022,0.018,0.026,0.02,0.019,0.018,0.02,0.039,0.027,0.021,0.022,1080892.0,1317399.772267
29034,0.012,0.017,0.019,0.027,0.023,0.022,0.023,0.027,0.026,0.024,0.028,0.031,0.029,0.027,0.013,0.013,0.015,0.025,0.02,0.027,0.018,0.02,0.017,0.02,0.027,0.028,0.02,0.02,0.015,0.022,0.051,0.034,0.019,0.022,1288447.0,1718196.147319
29035,0.014,0.022,0.016,0.031,0.025,0.024,0.022,0.021,0.023,0.029,0.025,0.03,0.028,0.021,0.013,0.016,0.021,0.025,0.024,0.025,0.019,0.018,0.019,0.022,0.029,0.029,0.021,0.021,0.019,0.02,0.047,0.028,0.018,0.025,1232192.0,1670373.898138
29036,0.015,0.011,0.016,0.025,0.016,0.021,0.025,0.023,0.034,0.027,0.03,0.028,0.025,0.023,0.014,0.016,0.017,0.03,0.022,0.027,0.021,0.027,0.018,0.023,0.025,0.029,0.02,0.022,0.018,0.026,0.042,0.025,0.025,0.02,1218556.0,1317639.088832
29037,0.015,0.016,0.016,0.03,0.017,0.026,0.022,0.023,0.024,0.024,0.025,0.025,0.022,0.021,0.014,0.019,0.021,0.027,0.025,0.029,0.019,0.02,0.018,0.027,0.019,0.028,0.021,0.026,0.015,0.02,0.045,0.045,0.018,0.022,1329930.0,1856272.11112
29038,0.019,0.015,0.02,0.028,0.022,0.028,0.028,0.029,0.031,0.032,0.03,0.031,0.034,0.022,0.012,0.022,0.018,0.033,0.023,0.033,0.021,0.03,0.02,0.025,0.023,0.036,0.025,0.028,0.02,0.024,0.081,0.031,0.026,0.024,1174458.0,1629845.729821
29039,0.01,0.016,0.022,0.028,0.043,0.024,0.026,0.025,0.028,0.03,0.03,0.028,0.029,0.021,0.016,0.018,0.018,0.029,0.025,0.034,0.02,0.026,0.018,0.024,0.021,0.029,0.024,0.026,0.016,0.027,0.052,0.038,0.024,0.023,1271315.0,1692749.758438
29040,0.015,0.013,0.021,0.032,0.045,0.025,0.027,0.022,0.033,0.03,0.033,0.035,0.03,0.024,0.011,0.022,0.021,0.033,0.027,0.03,0.021,0.028,0.02,0.026,0.028,0.029,0.024,0.021,0.019,0.026,0.069,0.035,0.026,0.019,1059970.0,1431173.753434
29041,0.014,0.014,0.014,0.026,0.032,0.019,0.02,0.027,0.033,0.023,0.031,0.03,0.028,0.022,0.008,0.013,0.015,0.04,0.016,0.026,0.016,0.026,0.014,0.02,0.024,0.028,0.021,0.018,0.015,0.021,0.052,0.032,0.016,0.024,1066572.0,1197256.32849
29042,0.014,0.013,0.021,0.024,0.021,0.027,0.023,0.025,0.023,0.026,0.027,0.03,0.026,0.023,0.015,0.018,0.024,0.034,0.026,0.024,0.018,0.023,0.022,0.022,0.022,0.028,0.023,0.022,0.017,0.023,0.048,0.032,0.018,0.024,1261415.0,1771879.117278
29043,0.01,0.013,0.021,0.03,0.015,0.022,0.022,0.024,0.045,0.029,0.024,0.027,0.02,0.022,0.014,0.016,0.021,0.032,0.027,0.026,0.017,0.026,0.02,0.022,0.021,0.026,0.022,0.021,0.015,0.022,0.04,0.028,0.02,0.023,1135167.0,1562504.997136
29044,0.016,0.017,0.02,0.028,0.027,0.024,0.026,0.031,0.024,0.03,0.03,0.035,0.031,0.027,0.024,0.017,0.021,0.025,0.024,0.028,0.02,0.024,0.018,0.022,0.024,0.031,0.023,0.026,0.02,0.027,0.043,0.033,0.023,0.029,1140054.0,1425244.371937
29045,0.013,0.023,0.021,0.026,0.037,0.025,0.026,0.026,0.029,0.027,0.027,0.029,0.028,0.024,0.015,0.019,0.028,0.031,0.02,0.024,0.018,0.023,0.021,0.023,0.031,0.035,0.025,0.02,0.015,0.025,0.049,0.028,0.019,0.022,1065661.0,1467786.639541
29046,0.014,0.017,0.016,0.028,0.021,0.023,0.022,0.022,0.028,0.025,0.027,0.026,0.028,0.019,0.011,0.016,0.018,0.035,0.024,0.027,0.017,0.023,0.018,0.02,0.02,0.03,0.022,0.021,0.016,0.021,0.049,0.032,0.024,0.023,1289862.0,1548710.391185
29047,0.009,0.016,0.018,0.023,0.018,0.02,0.023,0.021,0.028,0.028,0.023,0.027,0.021,0.019,0.015,0.014,0.02,0.026,0.02,0.022,0.018,0.016,0.013,0.019,0.024,0.024,0.019,0.019,0.015,0.018,0.034,0.023,0.013,0.023,1155545.0,1265642.114598
29048,0.015,0.017,0.018,0.026,0.014,0.02,0.019,0.017,0.03,0.026,0.026,0.027,0.022,0.019,0.015,0.013,0.019,0.031,0.017,0.031,0.015,0.025,0.016,0.019,0.023,0.026,0.021,0.018,0.015,0.021,0.037,0.029,0.02,0.023,1291431.0,1706218.273945
29049,0.015,0.015,0.021,0.026,0.024,0.024,0.021,0.02,0.03,0.028,0.026,0.03,0.029,0.021,0.008,0.014,0.019,0.021,0.022,0.026,0.018,0.02,0.016,0.021,0.021,0.027,0.021,0.021,0.017,0.022,0.049,0.03,0.025,0.021,1088751.0,1456249.599685
29050,0.016,0.017,0.017,0.027,0.024,0.02,0.022,0.02,0.026,0.025,0.036,0.025,0.029,0.019,0.009,0.015,0.019,0.023,0.023,0.026,0.017,0.021,0.016,0.024,0.026,0.03,0.02,0.02,0.017,0.021,0.036,0.021,0.022,0.026,1136441.0,1438758.322871
29051,0.017,0.014,0.024,0.024,0.023,0.021,0.024,0.021,0.031,0.029,0.028,0.027,0.026,0.018,0.012,0.017,0.022,0.034,0.021,0.021,0.019,0.024,0.018,0.023,0.021,0.029,0.022,0.021,0.017,0.02,0.043,0.037,0.019,0.022,1236676.0,1394858.178126
29052,0.014,0.019,0.02,0.029,0.023,0.023,0.021,0.02,0.028,0.025,0.029,0.03,0.029,0.02,0.014,0.015,0.019,0.025,0.02,0.03,0.018,0.035,0.018,0.021,0.018,0.029,0.022,0.019,0.016,0.023,0.042,0.033,0.017,0.022,1156517.0,1419942.697667
29053,0.014,0.022,0.015,0.033,0.017,0.025,0.024,0.027,0.028,0.026,0.023,0.029,0.02,0.02,0.011,0.014,0.019,0.018,0.016,0.028,0.02,0.02,0.015,0.025,0.018,0.022,0.021,0.021,0.015,0.021,0.047,0.022,0.015,0.021,1183035.0,1266873.082774
29054,0.014,0.013,0.022,0.034,0.019,0.026,0.026,0.027,0.031,0.032,0.027,0.027,0.029,0.021,0.021,0.02,0.023,0.028,0.019,0.026,0.02,0.029,0.021,0.025,0.022,0.034,0.022,0.024,0.016,0.02,0.04,0.031,0.016,0.02,1150208.0,1497480.42679
29055,0.013,0.018,0.021,0.03,0.029,0.024,0.025,0.025,0.023,0.029,0.03,0.033,0.036,0.024,0.008,0.017,0.019,0.021,0.021,0.03,0.017,0.025,0.018,0.029,0.027,0.029,0.023,0.022,0.016,0.023,0.051,0.029,0.026,0.024,1038553.0,1438126.644508
29056,0.011,0.019,0.024,0.029,0.026,0.023,0.027,0.026,0.024,0.027,0.026,0.024,0.018,0.027,0.012,0.017,0.016,0.026,0.033,0.025,0.017,0.027,0.016,0.022,0.023,0.033,0.023,0.024,0.016,0.025,0.045,0.029,0.019,0.021,1140099.0,1562825.368849
29057,0.017,0.026,0.019,0.035,0.022,0.024,0.024,0.024,0.025,0.031,0.031,0.03,0.028,0.024,0.016,0.018,0.018,0.029,0.028,0.027,0.021,0.023,0.022,0.024,0.02,0.031,0.026,0.021,0.018,0.023,0.065,0.046,0.027,0.025,1157816.0,1438467.927558
29058,0.02,0.022,0.02,0.027,0.028,0.028,0.027,0.031,0.026,0.029,0.033,0.037,0.034,0.027,0.019,0.018,0.02,0.036,0.017,0.033,0.022,0.028,0.021,0.022,0.029,0.034,0.027,0.022,0.022,0.023,0.065,0.035,0.036,0.024,1334563.0,1415979.156889
29059,0.014,0.018,0.019,0.027,0.023,0.022,0.02,0.026,0.026,0.029,0.029,0.029,0.024,0.025,0.014,0.017,0.023,0.028,0.022,0.026,0.019,0.026,0.019,0.022,0.031,0.032,0.022,0.021,0.019,0.025,0.048,0.039,0.025,0.026,1448830.0,1553440.668922
29060,0.014,0.022,0.019,0.036,0.026,0.026,0.024,0.028,0.027,0.03,0.042,0.035,0.025,0.027,0.023,0.013,0.02,0.026,0.022,0.029,0.018,0.024,0.018,0.026,0.029,0.03,0.021,0.022,0.018,0.026,0.047,0.032,0.027,0.025,1093825.0,1250719.813314
29062,0.039,0.054,0.042,0.069,0.087,0.052,0.06,0.058,0.055,0.075,0.078,0.054,0.067,0.051,0.064,0.059,0.058,0.092,0.06,0.087,0.046,0.062,0.057,0.052,0.067,0.071,0.052,0.052,0.045,0.055,0.101,0.102,0.05,0.047,888153.0,1694629.39279
29063,0.016,0.016,0.019,0.028,0.017,0.025,0.019,0.026,0.033,0.026,0.036,0.032,0.032,0.024,0.02,0.02,0.025,0.028,0.026,0.03,0.02,0.03,0.019,0.024,0.032,0.034,0.026,0.021,0.016,0.024,0.04,0.039,0.035,0.026,1417213.0,1778932.028461
29064,0.018,0.035,0.044,0.036,0.058,0.031,0.035,0.031,0.036,0.037,0.052,0.04,0.039,0.031,0.031,0.03,0.043,0.052,0.043,0.039,0.04,0.046,0.037,0.031,0.05,0.057,0.04,0.036,0.031,0.044,0.059,0.055,0.023,0.025,1164760.0,1494360.776034
29065,0.018,0.026,0.022,0.033,0.034,0.028,0.024,0.029,0.028,0.028,0.045,0.03,0.043,0.026,0.023,0.02,0.025,0.043,0.027,0.029,0.02,0.031,0.021,0.02,0.025,0.033,0.026,0.023,0.02,0.024,0.055,0.041,0.023,0.023,1232785.0,1277795.077076
29066,0.017,0.017,0.022,0.037,0.025,0.025,0.022,0.021,0.025,0.028,0.041,0.033,0.03,0.024,0.02,0.019,0.021,0.026,0.032,0.029,0.021,0.035,0.024,0.023,0.03,0.036,0.025,0.021,0.024,0.022,0.076,0.039,0.03,0.022,1319388.0,1322368.303199
29067,0.039,0.049,0.051,0.045,0.077,0.049,0.039,0.039,0.058,0.041,0.07,0.055,0.046,0.045,0.05,0.059,0.052,0.066,0.071,0.05,0.049,0.054,0.054,0.046,0.042,0.061,0.058,0.045,0.034,0.038,0.106,0.066,0.027,0.051,919863.0,1792584.298878
29068,0.025,0.027,0.027,0.038,0.041,0.033,0.027,0.028,0.04,0.035,0.041,0.037,0.049,0.022,0.022,0.027,0.029,0.047,0.034,0.028,0.03,0.027,0.032,0.028,0.048,0.047,0.036,0.033,0.019,0.027,0.074,0.037,0.025,0.03,1199321.0,1434967.860228
29069,0.023,0.029,0.032,0.031,0.073,0.032,0.029,0.029,0.042,0.033,0.056,0.033,0.049,0.04,0.032,0.027,0.036,0.065,0.035,0.052,0.023,0.032,0.029,0.028,0.045,0.053,0.037,0.028,0.033,0.033,0.066,0.053,0.03,0.032,1196097.0,1313598.439592
29070,0.019,0.022,0.025,0.031,0.025,0.028,0.024,0.027,0.031,0.033,0.032,0.031,0.026,0.028,0.026,0.019,0.022,0.037,0.022,0.037,0.02,0.029,0.021,0.024,0.034,0.031,0.026,0.025,0.022,0.022,0.055,0.028,0.022,0.027,1413195.0,1695298.311035
29071,0.013,0.02,0.017,0.033,0.02,0.025,0.021,0.027,0.025,0.027,0.031,0.031,0.029,0.024,0.019,0.019,0.02,0.029,0.021,0.032,0.019,0.025,0.018,0.027,0.027,0.032,0.025,0.024,0.017,0.024,0.026,0.04,0.026,0.031,1294033.0,1504861.508174
29072,0.014,0.013,0.02,0.03,0.026,0.026,0.023,0.029,0.029,0.028,0.031,0.03,0.031,0.024,0.023,0.017,0.017,0.03,0.019,0.028,0.018,0.029,0.017,0.024,0.026,0.032,0.024,0.02,0.016,0.02,0.044,0.03,0.025,0.027,1372692.0,1783621.767705
29073,0.015,0.026,0.018,0.031,0.019,0.025,0.027,0.026,0.025,0.029,0.033,0.033,0.038,0.027,0.015,0.021,0.02,0.038,0.025,0.033,0.02,0.025,0.02,0.023,0.019,0.034,0.027,0.024,0.026,0.025,0.076,0.032,0.035,0.031,1299557.0,1460043.897765
29074,0.012,0.016,0.018,0.029,0.021,0.024,0.023,0.027,0.027,0.029,0.028,0.031,0.029,0.022,0.016,0.016,0.018,0.039,0.024,0.025,0.02,0.025,0.02,0.02,0.026,0.026,0.026,0.021,0.018,0.024,0.054,0.027,0.026,0.029,1370519.0,1499393.254491
29075,0.016,0.02,0.022,0.032,0.013,0.028,0.021,0.032,0.028,0.034,0.032,0.032,0.032,0.027,0.025,0.024,0.023,0.033,0.026,0.035,0.021,0.028,0.02,0.025,0.034,0.037,0.03,0.025,0.025,0.026,0.073,0.038,0.027,0.029,1245733.0,1521635.448653
29076,0.02,0.017,0.017,0.03,0.025,0.022,0.022,0.021,0.024,0.027,0.035,0.036,0.028,0.021,0.018,0.018,0.02,0.028,0.025,0.026,0.024,0.026,0.019,0.024,0.015,0.028,0.023,0.022,0.017,0.021,0.059,0.03,0.023,0.024,1280774.0,1596972.473839
29077,0.017,0.024,0.017,0.031,0.016,0.025,0.023,0.023,0.03,0.029,0.031,0.029,0.032,0.025,0.013,0.026,0.025,0.032,0.027,0.03,0.02,0.028,0.022,0.025,0.03,0.031,0.029,0.023,0.019,0.02,0.063,0.024,0.033,0.031,1301833.0,1358534.314716
29078,0.018,0.038,0.031,0.042,0.047,0.037,0.037,0.042,0.037,0.037,0.051,0.038,0.044,0.032,0.021,0.038,0.03,0.064,0.041,0.033,0.029,0.043,0.033,0.033,0.032,0.05,0.038,0.031,0.028,0.034,0.076,0.054,0.024,0.036,1025716.0,1360018.353659
29079,0.016,0.027,0.033,0.064,0.04,0.038,0.034,0.041,0.031,0.056,0.058,0.051,0.041,0.032,0.027,0.032,0.033,0.07,0.039,0.053,0.031,0.04,0.032,0.034,0.029,0.055,0.036,0.037,0.033,0.036,0.061,0.053,0.028,0.032,1123373.0,1624471.196266
29080,0.02,0.013,0.021,0.04,0.031,0.03,0.026,0.028,0.025,0.028,0.039,0.034,0.029,0.024,0.025,0.023,0.023,0.049,0.029,0.029,0.024,0.023,0.022,0.027,0.03,0.037,0.026,0.023,0.023,0.028,0.057,0.04,0.027,0.025,1266425.0,1721884.472908
29081,0.022,0.015,0.017,0.029,0.03,0.024,0.024,0.029,0.029,0.029,0.039,0.031,0.034,0.035,0.023,0.02,0.022,0.057,0.023,0.024,0.023,0.023,0.022,0.025,0.027,0.036,0.026,0.024,0.02,0.023,0.076,0.045,0.026,0.025,1259222.0,1269140.818933
29082,0.021,0.021,0.018,0.034,0.034,0.023,0.026,0.025,0.024,0.032,0.031,0.031,0.025,0.028,0.018,0.02,0.021,0.037,0.025,0.031,0.021,0.025,0.02,0.023,0.023,0.031,0.023,0.025,0.022,0.024,0.056,0.026,0.021,0.03,1248330.0,1549724.650122
29083,0.02,0.02,0.02,0.028,0.024,0.023,0.023,0.024,0.025,0.027,0.037,0.028,0.024,0.023,0.012,0.018,0.019,0.027,0.022,0.017,0.017,0.019,0.018,0.026,0.025,0.032,0.024,0.022,0.015,0.023,0.033,0.038,0.018,0.023,1364734.0,1771728.702472
29084,0.02,0.017,0.018,0.025,0.038,0.028,0.02,0.027,0.028,0.027,0.034,0.027,0.028,0.025,0.021,0.014,0.022,0.031,0.02,0.027,0.019,0.024,0.019,0.026,0.019,0.029,0.022,0.021,0.019,0.024,0.037,0.034,0.025,0.028,1199051.0,1285293.193043
29085,0.018,0.019,0.016,0.027,0.022,0.022,0.019,0.024,0.024,0.026,0.031,0.029,0.027,0.021,0.018,0.016,0.021,0.035,0.022,0.026,0.02,0.02,0.017,0.021,0.023,0.03,0.02,0.017,0.018,0.021,0.044,0.032,0.027,0.019,1336544.0,1685353.899873
29086,0.012,0.015,0.021,0.027,0.033,0.023,0.026,0.023,0.026,0.029,0.037,0.031,0.03,0.022,0.012,0.016,0.018,0.036,0.021,0.032,0.017,0.028,0.017,0.02,0.022,0.035,0.021,0.021,0.018,0.021,0.047,0.044,0.02,0.023,1082435.0,1301088.055953
29087,0.012,0.02,0.02,0.033,0.018,0.027,0.022,0.029,0.026,0.03,0.033,0.035,0.024,0.025,0.017,0.019,0.02,0.036,0.021,0.03,0.018,0.025,0.021,0.023,0.025,0.033,0.025,0.021,0.02,0.022,0.045,0.029,0.032,0.024,1295342.0,1473720.861564
29088,0.017,0.018,0.019,0.03,0.025,0.027,0.025,0.027,0.024,0.033,0.04,0.036,0.031,0.023,0.02,0.02,0.02,0.041,0.03,0.032,0.02,0.031,0.02,0.028,0.032,0.034,0.022,0.024,0.019,0.024,0.058,0.044,0.023,0.02,1098475.0,1295574.51554
29089,0.022,0.02,0.022,0.029,0.028,0.027,0.022,0.026,0.028,0.031,0.029,0.031,0.037,0.022,0.033,0.022,0.02,0.032,0.021,0.026,0.02,0.024,0.024,0.023,0.036,0.035,0.028,0.021,0.02,0.022,0.061,0.037,0.025,0.029,1154405.0,1327348.362288
29090,0.022,0.021,0.017,0.033,0.023,0.027,0.028,0.027,0.027,0.033,0.033,0.034,0.04,0.031,0.016,0.016,0.017,0.038,0.029,0.029,0.019,0.023,0.017,0.025,0.029,0.036,0.024,0.023,0.023,0.029,0.09,0.049,0.027,0.02,1071857.0,1394877.941991
29091,0.015,0.028,0.022,0.039,0.028,0.026,0.026,0.027,0.026,0.032,0.036,0.032,0.032,0.023,0.019,0.022,0.022,0.036,0.026,0.029,0.021,0.031,0.022,0.022,0.024,0.037,0.026,0.022,0.025,0.027,0.071,0.053,0.033,0.029,1045624.0,1253192.053725
29092,0.018,0.014,0.016,0.031,0.024,0.024,0.021,0.023,0.03,0.032,0.036,0.03,0.032,0.022,0.019,0.015,0.02,0.034,0.022,0.033,0.018,0.027,0.017,0.023,0.022,0.029,0.022,0.021,0.017,0.024,0.057,0.028,0.03,0.023,1237369.0,1483455.543208
29093,0.02,0.02,0.021,0.032,0.04,0.03,0.024,0.029,0.028,0.027,0.04,0.037,0.041,0.026,0.025,0.024,0.025,0.045,0.028,0.027,0.023,0.025,0.021,0.027,0.038,0.042,0.029,0.025,0.019,0.025,0.058,0.04,0.016,0.027,1313845.0,1747253.295307
29094,0.018,0.016,0.021,0.033,0.036,0.026,0.023,0.027,0.028,0.027,0.031,0.032,0.03,0.026,0.017,0.022,0.022,0.041,0.026,0.025,0.02,0.027,0.018,0.023,0.018,0.032,0.027,0.024,0.02,0.026,0.078,0.029,0.026,0.03,1217115.0,1333684.390812
29096,0.015,0.034,0.025,0.039,0.042,0.026,0.025,0.028,0.026,0.028,0.037,0.032,0.044,0.026,0.02,0.017,0.025,0.05,0.028,0.032,0.019,0.03,0.018,0.025,0.032,0.038,0.033,0.021,0.024,0.026,0.07,0.064,0.029,0.027,1035542.0,1339273.661697
29097,0.023,0.024,0.023,0.031,0.031,0.024,0.022,0.02,0.027,0.03,0.039,0.034,0.028,0.023,0.024,0.023,0.02,0.034,0.024,0.033,0.02,0.03,0.02,0.022,0.032,0.035,0.029,0.024,0.017,0.023,0.042,0.031,0.026,0.025,1374381.0,1704007.547694
29098,0.023,0.026,0.026,0.037,0.042,0.031,0.033,0.032,0.033,0.029,0.037,0.033,0.033,0.039,0.024,0.032,0.028,0.05,0.029,0.027,0.026,0.039,0.029,0.027,0.018,0.043,0.034,0.024,0.026,0.03,0.065,0.047,0.055,0.03,1352324.0,1592372.929846
29099,0.018,0.031,0.025,0.028,0.038,0.026,0.022,0.03,0.025,0.026,0.032,0.032,0.033,0.024,0.037,0.021,0.024,0.032,0.027,0.025,0.019,0.034,0.023,0.02,0.028,0.03,0.027,0.018,0.019,0.022,0.043,0.046,0.041,0.032,1301415.0,1498424.139437
29100,0.021,0.024,0.033,0.042,0.061,0.038,0.032,0.046,0.044,0.039,0.049,0.046,0.045,0.036,0.045,0.041,0.034,0.057,0.043,0.049,0.033,0.037,0.037,0.029,0.033,0.044,0.047,0.036,0.028,0.035,0.089,0.062,0.045,0.032,903909.0,1332741.491095
29101,0.015,0.033,0.025,0.029,0.031,0.029,0.028,0.032,0.027,0.034,0.034,0.036,0.035,0.029,0.025,0.025,0.028,0.042,0.026,0.022,0.024,0.032,0.023,0.028,0.037,0.032,0.033,0.024,0.021,0.026,0.065,0.04,0.048,0.033,1242277.0,1553850.999422
29102,0.034,0.06,0.049,0.051,0.063,0.048,0.048,0.06,0.049,0.056,0.062,0.061,0.062,0.046,0.04,0.049,0.048,0.079,0.048,0.063,0.057,0.054,0.052,0.041,0.041,0.054,0.057,0.049,0.043,0.045,0.1,0.082,0.095,0.044,844965.0,1466466.862949
29103,0.014,0.017,0.017,0.029,0.018,0.023,0.021,0.024,0.024,0.029,0.03,0.026,0.034,0.024,0.017,0.022,0.018,0.028,0.021,0.031,0.023,0.028,0.022,0.021,0.025,0.03,0.024,0.022,0.016,0.024,0.049,0.029,0.025,0.023,1327308.0,1467764.228313
29104,0.013,0.031,0.021,0.034,0.046,0.025,0.024,0.026,0.029,0.028,0.03,0.029,0.038,0.026,0.018,0.02,0.023,0.048,0.031,0.029,0.018,0.029,0.02,0.021,0.023,0.036,0.027,0.021,0.021,0.021,0.05,0.044,0.027,0.025,1267565.0,1389831.997536
29105,0.022,0.023,0.025,0.029,0.036,0.026,0.025,0.033,0.03,0.03,0.038,0.037,0.031,0.025,0.022,0.025,0.021,0.031,0.019,0.035,0.021,0.03,0.021,0.023,0.026,0.036,0.029,0.024,0.021,0.027,0.038,0.036,0.031,0.026,1452477.0,1572586.360374
29106,0.022,0.03,0.028,0.037,0.032,0.036,0.029,0.033,0.036,0.037,0.036,0.037,0.041,0.037,0.043,0.018,0.022,0.039,0.033,0.034,0.026,0.035,0.025,0.029,0.038,0.041,0.038,0.028,0.025,0.034,0.06,0.041,0.041,0.029,1161361.0,1509170.384802
29107,0.025,0.025,0.019,0.035,0.023,0.024,0.023,0.018,0.025,0.03,0.036,0.033,0.025,0.023,0.015,0.026,0.023,0.021,0.023,0.026,0.022,0.026,0.021,0.024,0.027,0.032,0.028,0.022,0.018,0.024,0.048,0.039,0.02,0.029,1299622.0,1465899.246867
29108,0.018,0.025,0.023,0.03,0.025,0.032,0.023,0.025,0.028,0.035,0.039,0.038,0.036,0.029,0.027,0.026,0.023,0.033,0.021,0.029,0.023,0.034,0.024,0.025,0.036,0.038,0.035,0.026,0.023,0.025,0.05,0.045,0.033,0.038,1326791.0,1656099.456626
29109,0.015,0.02,0.025,0.032,0.033,0.029,0.028,0.035,0.031,0.032,0.037,0.024,0.035,0.029,0.025,0.02,0.023,0.03,0.023,0.028,0.025,0.03,0.023,0.024,0.038,0.034,0.026,0.022,0.022,0.026,0.042,0.043,0.031,0.027,1363887.0,1840381.292686
29110,0.015,0.018,0.022,0.04,0.04,0.027,0.026,0.022,0.031,0.029,0.028,0.036,0.034,0.022,0.024,0.021,0.018,0.032,0.028,0.035,0.02,0.03,0.021,0.02,0.028,0.034,0.031,0.024,0.02,0.021,0.036,0.028,0.036,0.027,1131631.0,1249241.966847
29111,0.02,0.022,0.018,0.03,0.035,0.025,0.025,0.023,0.027,0.029,0.038,0.033,0.034,0.029,0.016,0.021,0.022,0.034,0.025,0.031,0.02,0.025,0.018,0.027,0.021,0.034,0.027,0.023,0.021,0.025,0.062,0.042,0.056,0.024,1275126.0,1595458.565065
29112,0.019,0.025,0.024,0.033,0.031,0.032,0.032,0.03,0.025,0.033,0.037,0.03,0.033,0.029,0.037,0.021,0.024,0.042,0.038,0.027,0.025,0.038,0.024,0.029,0.027,0.036,0.034,0.03,0.027,0.03,0.043,0.052,0.029,0.031,1330168.0,1587124.99435
29113,0.028,0.038,0.033,0.042,0.043,0.037,0.032,0.039,0.03,0.036,0.053,0.043,0.047,0.035,0.029,0.031,0.027,0.05,0.031,0.034,0.033,0.033,0.036,0.03,0.041,0.043,0.039,0.027,0.026,0.032,0.11,0.043,0.035,0.038,1193657.0,1520662.42343
29114,0.014,0.021,0.023,0.027,0.025,0.023,0.022,0.02,0.027,0.03,0.026,0.033,0.034,0.021,0.02,0.017,0.018,0.025,0.019,0.031,0.021,0.026,0.023,0.019,0.026,0.028,0.027,0.022,0.017,0.017,0.038,0.022,0.031,0.021,1254156.0,1296186.455984
29115,0.018,0.024,0.021,0.036,0.036,0.028,0.021,0.023,0.026,0.029,0.034,0.03,0.031,0.026,0.018,0.024,0.021,0.032,0.023,0.032,0.022,0.031,0.02,0.022,0.02,0.029,0.028,0.023,0.021,0.023,0.043,0.037,0.026,0.023,1109874.0,1269598.615416
29116,0.013,0.023,0.022,0.029,0.036,0.028,0.024,0.024,0.028,0.031,0.04,0.03,0.033,0.029,0.027,0.022,0.025,0.033,0.026,0.031,0.023,0.031,0.021,0.023,0.025,0.031,0.025,0.024,0.022,0.019,0.066,0.046,0.037,0.028,1351249.0,1575932.877341
29117,0.022,0.024,0.021,0.034,0.026,0.023,0.023,0.023,0.025,0.03,0.042,0.032,0.03,0.024,0.021,0.028,0.024,0.04,0.022,0.033,0.02,0.028,0.023,0.026,0.036,0.035,0.03,0.021,0.019,0.024,0.042,0.036,0.024,0.029,1492482.0,1640288.185088
29118,0.014,0.024,0.022,0.029,0.028,0.026,0.027,0.025,0.03,0.029,0.031,0.036,0.033,0.024,0.021,0.02,0.024,0.036,0.027,0.029,0.022,0.027,0.023,0.026,0.025,0.036,0.028,0.025,0.018,0.024,0.065,0.032,0.047,0.027,1417086.0,1689839.553832
29119,0.015,0.028,0.02,0.03,0.031,0.02,0.022,0.024,0.025,0.025,0.035,0.03,0.03,0.025,0.024,0.022,0.018,0.035,0.027,0.022,0.022,0.024,0.021,0.022,0.034,0.03,0.026,0.021,0.019,0.021,0.058,0.039,0.061,0.024,1301078.0,1373852.649004
29120,0.014,0.021,0.02,0.03,0.022,0.021,0.02,0.022,0.028,0.028,0.032,0.032,0.032,0.02,0.021,0.019,0.018,0.027,0.018,0.032,0.02,0.027,0.018,0.022,0.024,0.029,0.021,0.019,0.016,0.021,0.041,0.025,0.027,0.028,1456439.0,1792165.175063
