lh.aparc.gauscurv,lh_bankssts_gauscurv,lh_caudalanteriorcingulate_gauscurv,lh_caudalmiddlefrontal_gauscurv,lh_cuneus_gauscurv,lh_entorhinal_gauscurv,lh_fusiform_gauscurv,lh_inferiorparietal_gauscurv,lh_inferiortemporal_gauscurv,lh_isthmuscingulate_gauscurv,lh_lateraloccipital_gauscurv,lh_lateralorbitofrontal_gauscurv,lh_lingual_gauscurv,lh_medialorbitofrontal_gauscurv,lh_middletemporal_gauscurv,lh_parahippocampal_gauscurv,lh_paracentral_gauscurv,lh_parsopercularis_gauscurv,lh_parsorbitalis_gauscurv,lh_parstriangularis_gauscurv,lh_pericalcarine_gauscurv,lh_postcentral_gauscurv,lh_posteriorcingulate_gauscurv,lh_precentral_gauscurv,lh_precuneus_gauscurv,lh_rostralanteriorcingulate_gauscurv,lh_rostralmiddlefrontal_gauscurv,lh_superiorfrontal_gauscurv,lh_superiorparietal_gauscurv,lh_superiortemporal_gauscurv,lh_supramarginal_gauscurv,lh_frontalpole_gauscurv,lh_temporalpole_gauscurv,lh_transversetemporal_gauscurv,lh_insula_gauscurv,BrainSegVolNotVent,eTIV
50482,0.02,0.014,0.023,0.034,0.02,0.031,0.026,0.027,0.025,0.031,0.027,0.039,0.035,0.023,0.013,0.02,0.025,0.033,0.023,0.026,0.024,0.026,0.018,0.025,0.025,0.028,0.022,0.024,0.018,0.027,0.042,0.029,0.023,0.038,995314.0,1423097.568349
50483,0.019,0.023,0.019,0.03,0.032,0.023,0.022,0.025,0.022,0.031,0.029,0.038,0.025,0.021,0.02,0.016,0.023,0.029,0.021,0.03,0.02,0.023,0.02,0.021,0.034,0.028,0.022,0.023,0.016,0.025,0.03,0.038,0.02,0.028,1111914.0,1448576.033074
50484,0.021,0.02,0.019,0.037,0.037,0.028,0.024,0.026,0.03,0.03,0.027,0.034,0.026,0.024,0.018,0.022,0.015,0.025,0.021,0.035,0.021,0.024,0.021,0.025,0.023,0.026,0.022,0.022,0.02,0.024,0.035,0.034,0.025,0.028,1389894.0,1785119.466384
50485,0.015,0.014,0.016,0.034,0.024,0.024,0.023,0.024,0.03,0.029,0.025,0.032,0.027,0.02,0.021,0.015,0.016,0.024,0.021,0.031,0.021,0.026,0.017,0.022,0.022,0.024,0.022,0.021,0.018,0.024,0.036,0.031,0.025,0.028,1330817.0,1766176.097404
50486,0.02,0.017,0.02,0.034,0.026,0.032,0.026,0.029,0.032,0.03,0.029,0.034,0.033,0.029,0.023,0.018,0.022,0.045,0.021,0.033,0.024,0.029,0.023,0.024,0.034,0.031,0.027,0.022,0.025,0.027,0.044,0.045,0.023,0.035,1292832.0,1605807.59023
50487,0.026,0.016,0.026,0.04,0.034,0.037,0.028,0.036,0.031,0.035,0.029,0.037,0.038,0.031,0.021,0.031,0.025,0.032,0.029,0.031,0.028,0.03,0.031,0.029,0.034,0.03,0.032,0.028,0.025,0.033,0.037,0.059,0.037,0.04,1210164.0,1408411.651818
50488,0.019,0.017,0.022,0.037,0.032,0.027,0.022,0.023,0.025,0.026,0.029,0.031,0.031,0.023,0.028,0.024,0.018,0.028,0.019,0.028,0.022,0.022,0.02,0.023,0.024,0.031,0.025,0.024,0.02,0.024,0.043,0.03,0.03,0.029,1284609.0,1699734.582675
50489,0.029,0.013,0.028,0.064,0.022,0.032,0.05,0.034,0.035,0.052,0.037,0.057,0.046,0.034,0.018,0.04,0.026,0.05,0.034,0.044,0.037,0.029,0.035,0.047,0.031,0.04,0.035,0.053,0.026,0.039,0.056,0.067,0.034,0.039,1510772.0,2066530.453752
50490,0.024,0.026,0.029,0.035,0.028,0.031,0.03,0.033,0.033,0.035,0.035,0.037,0.033,0.027,0.02,0.033,0.024,0.038,0.026,0.027,0.028,0.029,0.029,0.03,0.032,0.033,0.03,0.03,0.024,0.029,0.049,0.033,0.032,0.032,1289329.0,1683239.699125
50491,0.017,0.018,0.021,0.038,0.038,0.027,0.025,0.023,0.029,0.028,0.028,0.035,0.024,0.024,0.022,0.022,0.022,0.023,0.021,0.026,0.022,0.028,0.023,0.024,0.026,0.026,0.025,0.022,0.021,0.026,0.039,0.045,0.029,0.032,1361684.0,1703578.734139
50492,0.014,0.019,0.024,0.03,0.028,0.026,0.023,0.025,0.028,0.026,0.028,0.035,0.029,0.024,0.019,0.02,0.02,0.03,0.027,0.028,0.024,0.023,0.022,0.025,0.027,0.028,0.026,0.022,0.018,0.025,0.046,0.048,0.028,0.029,1235050.0,1583722.385007
50493,0.016,0.017,0.023,0.033,0.04,0.026,0.023,0.028,0.034,0.029,0.026,0.031,0.038,0.024,0.021,0.024,0.021,0.025,0.024,0.022,0.022,0.028,0.022,0.025,0.023,0.027,0.027,0.022,0.02,0.027,0.038,0.045,0.026,0.035,1290195.0,1710158.772676
50494,0.017,0.016,0.02,0.03,0.025,0.026,0.024,0.027,0.027,0.033,0.028,0.035,0.023,0.026,0.02,0.021,0.021,0.034,0.024,0.03,0.022,0.03,0.023,0.029,0.028,0.029,0.026,0.022,0.021,0.026,0.031,0.023,0.025,0.029,1203030.0,1563297.947635
50495,0.02,0.013,0.018,0.031,0.03,0.023,0.026,0.025,0.024,0.026,0.024,0.034,0.031,0.025,0.012,0.023,0.022,0.026,0.019,0.033,0.02,0.02,0.018,0.024,0.02,0.023,0.023,0.024,0.018,0.026,0.035,0.023,0.028,0.024,1206575.0,1586394.0835
50496,0.026,0.02,0.024,0.038,0.026,0.029,0.031,0.028,0.035,0.03,0.029,0.033,0.034,0.026,0.023,0.022,0.024,0.035,0.024,0.034,0.028,0.028,0.026,0.033,0.036,0.032,0.028,0.029,0.026,0.028,0.045,0.036,0.04,0.033,1224396.0,1584535.793304
50497,0.02,0.021,0.023,0.029,0.031,0.031,0.024,0.033,0.026,0.028,0.029,0.033,0.034,0.027,0.024,0.024,0.02,0.035,0.021,0.028,0.026,0.027,0.023,0.024,0.024,0.028,0.022,0.023,0.02,0.025,0.038,0.046,0.025,0.03,1242459.0,1645165.810382
50498,0.014,0.017,0.019,0.033,0.022,0.026,0.02,0.028,0.027,0.03,0.03,0.031,0.032,0.026,0.013,0.022,0.02,0.029,0.024,0.022,0.024,0.022,0.022,0.024,0.023,0.028,0.023,0.021,0.023,0.024,0.044,0.028,0.026,0.028,1212452.0,1566097.708592
50499,0.014,0.021,0.022,0.034,0.026,0.027,0.021,0.027,0.029,0.034,0.029,0.031,0.032,0.027,0.027,0.021,0.023,0.02,0.02,0.029,0.021,0.027,0.019,0.023,0.024,0.031,0.025,0.021,0.019,0.023,0.042,0.035,0.032,0.03,1236994.0,1635803.314034
50500,0.02,0.019,0.019,0.033,0.026,0.025,0.018,0.027,0.027,0.026,0.025,0.029,0.027,0.023,0.024,0.02,0.023,0.025,0.023,0.033,0.021,0.021,0.023,0.022,0.023,0.026,0.024,0.021,0.022,0.023,0.029,0.038,0.024,0.025,1484733.0,1891623.220885
50501,0.017,0.018,0.021,0.04,0.026,0.028,0.025,0.029,0.027,0.032,0.03,0.036,0.03,0.028,0.021,0.026,0.024,0.029,0.021,0.033,0.022,0.021,0.025,0.026,0.028,0.032,0.028,0.023,0.02,0.027,0.029,0.032,0.024,0.028,1280305.0,1559687.836806
50502,0.021,0.015,0.025,0.035,0.031,0.028,0.026,0.031,0.03,0.034,0.028,0.037,0.029,0.026,0.023,0.023,0.023,0.025,0.021,0.03,0.028,0.027,0.027,0.028,0.032,0.034,0.028,0.026,0.025,0.027,0.043,0.045,0.027,0.029,1304284.0,1689270.796959
50503,0.013,0.017,0.022,0.029,0.022,0.024,0.022,0.027,0.024,0.028,0.029,0.031,0.035,0.021,0.017,0.023,0.017,0.028,0.019,0.037,0.02,0.016,0.021,0.02,0.028,0.029,0.023,0.022,0.016,0.022,0.033,0.025,0.023,0.027,1014370.0,1222114.958382
50504,0.016,0.015,0.027,0.035,0.033,0.029,0.023,0.032,0.024,0.03,0.029,0.034,0.037,0.029,0.026,0.021,0.021,0.034,0.026,0.032,0.023,0.02,0.024,0.024,0.041,0.034,0.026,0.022,0.023,0.024,0.042,0.063,0.036,0.035,1356681.0,1794525.200757
50505,0.018,0.021,0.02,0.03,0.023,0.024,0.023,0.026,0.029,0.03,0.024,0.036,0.021,0.022,0.021,0.023,0.017,0.027,0.022,0.028,0.019,0.02,0.018,0.022,0.031,0.026,0.023,0.021,0.017,0.024,0.046,0.033,0.02,0.027,1267064.0,1717958.803259
50506,0.021,0.015,0.018,0.029,0.019,0.027,0.021,0.029,0.025,0.027,0.029,0.03,0.031,0.022,0.018,0.018,0.017,0.031,0.021,0.026,0.023,0.025,0.022,0.021,0.026,0.026,0.024,0.022,0.019,0.024,0.034,0.034,0.02,0.029,1301876.0,1621503.278147
50507,0.024,0.014,0.021,0.033,0.026,0.023,0.024,0.03,0.021,0.028,0.027,0.032,0.032,0.026,0.012,0.017,0.019,0.028,0.021,0.033,0.023,0.024,0.018,0.028,0.024,0.025,0.022,0.02,0.02,0.024,0.044,0.019,0.024,0.035,1029693.0,1349851.279723
50508,0.019,0.023,0.025,0.042,0.046,0.031,0.035,0.037,0.031,0.029,0.028,0.035,0.03,0.034,0.017,0.021,0.021,0.032,0.019,0.037,0.025,0.034,0.028,0.033,0.041,0.029,0.029,0.026,0.024,0.033,0.034,0.04,0.029,0.032,1135188.0,1491427.893404
50509,0.018,0.026,0.022,0.037,0.026,0.025,0.024,0.027,0.025,0.029,0.029,0.035,0.031,0.026,0.022,0.026,0.023,0.035,0.021,0.036,0.024,0.026,0.027,0.03,0.029,0.033,0.029,0.026,0.025,0.027,0.037,0.043,0.027,0.035,1551312.0,2107738.40025
50510,0.017,0.021,0.022,0.034,0.033,0.029,0.023,0.029,0.024,0.03,0.028,0.035,0.027,0.027,0.025,0.023,0.021,0.043,0.023,0.032,0.021,0.026,0.021,0.026,0.025,0.029,0.023,0.024,0.021,0.024,0.038,0.043,0.032,0.035,1147515.0,1445754.07504
50511,0.03,0.03,0.033,0.042,0.046,0.045,0.039,0.045,0.052,0.041,0.039,0.048,0.046,0.047,0.061,0.036,0.038,0.048,0.033,0.053,0.035,0.035,0.037,0.038,0.034,0.048,0.041,0.035,0.034,0.039,0.086,0.061,0.046,0.039,1447301.0,1922808.505975
50512,0.017,0.022,0.022,0.034,0.026,0.028,0.022,0.023,0.027,0.03,0.028,0.033,0.023,0.023,0.02,0.018,0.021,0.034,0.02,0.03,0.022,0.024,0.021,0.026,0.027,0.029,0.026,0.023,0.016,0.025,0.036,0.036,0.017,0.032,1408192.0,1843627.085045
50513,0.016,0.025,0.022,0.037,0.025,0.032,0.025,0.029,0.028,0.03,0.03,0.036,0.037,0.029,0.023,0.018,0.02,0.023,0.023,0.022,0.02,0.03,0.02,0.025,0.039,0.031,0.024,0.021,0.025,0.024,0.064,0.05,0.025,0.028,1139048.0,1486944.620515
50514,0.012,0.018,0.019,0.036,0.02,0.025,0.022,0.024,0.028,0.026,0.024,0.033,0.022,0.025,0.019,0.019,0.023,0.029,0.023,0.031,0.018,0.026,0.019,0.021,0.02,0.026,0.022,0.022,0.017,0.022,0.039,0.035,0.015,0.027,1059641.0,1369232.574471
50515,0.013,0.024,0.021,0.036,0.026,0.025,0.027,0.029,0.034,0.035,0.029,0.032,0.028,0.027,0.016,0.024,0.021,0.032,0.025,0.03,0.026,0.022,0.023,0.028,0.031,0.025,0.025,0.028,0.02,0.025,0.042,0.039,0.032,0.03,1269853.0,1602423.003538
50516,0.018,0.015,0.022,0.04,0.019,0.024,0.022,0.025,0.025,0.029,0.026,0.033,0.022,0.024,0.025,0.019,0.019,0.025,0.018,0.031,0.022,0.024,0.022,0.023,0.024,0.028,0.023,0.023,0.019,0.025,0.04,0.033,0.025,0.032,1286547.0,1625766.822315
50517,0.01,0.022,0.019,0.036,0.032,0.024,0.021,0.025,0.025,0.027,0.03,0.028,0.029,0.022,0.021,0.021,0.021,0.025,0.019,0.028,0.02,0.019,0.019,0.024,0.02,0.026,0.024,0.019,0.017,0.022,0.038,0.03,0.028,0.037,1381014.0,1770360.198999
50518,0.023,0.024,0.019,0.037,0.023,0.028,0.026,0.027,0.034,0.03,0.023,0.034,0.028,0.023,0.021,0.02,0.019,0.027,0.023,0.024,0.021,0.023,0.02,0.026,0.03,0.027,0.023,0.021,0.018,0.025,0.035,0.036,0.021,0.037,1269442.0,1674893.865819
50519,0.025,0.018,0.022,0.033,0.035,0.024,0.022,0.025,0.025,0.027,0.031,0.033,0.027,0.026,0.024,0.018,0.024,0.035,0.022,0.036,0.022,0.021,0.021,0.024,0.021,0.025,0.023,0.019,0.022,0.023,0.035,0.023,0.023,0.033,1254135.0,1540319.31018
50520,0.013,0.014,0.019,0.032,0.019,0.026,0.023,0.027,0.027,0.031,0.028,0.034,0.025,0.025,0.02,0.022,0.018,0.034,0.02,0.033,0.018,0.027,0.017,0.024,0.019,0.024,0.023,0.02,0.018,0.022,0.047,0.038,0.021,0.028,1276322.0,1610179.247756
50521,0.025,0.02,0.021,0.04,0.032,0.034,0.027,0.031,0.027,0.034,0.036,0.039,0.03,0.03,0.018,0.021,0.021,0.04,0.023,0.027,0.023,0.028,0.024,0.024,0.024,0.036,0.025,0.027,0.028,0.028,0.047,0.034,0.036,0.034,1151929.0,1498751.48289
50522,0.019,0.018,0.027,0.036,0.04,0.041,0.027,0.041,0.027,0.038,0.035,0.047,0.039,0.037,0.037,0.02,0.028,0.033,0.031,0.04,0.028,0.024,0.024,0.03,0.032,0.031,0.032,0.025,0.028,0.032,0.058,0.07,0.037,0.034,1115768.0,1489082.129057
50523,0.016,0.016,0.019,0.027,0.024,0.025,0.022,0.024,0.027,0.028,0.027,0.029,0.025,0.023,0.021,0.021,0.021,0.049,0.023,0.026,0.022,0.024,0.019,0.023,0.026,0.029,0.025,0.019,0.022,0.022,0.044,0.031,0.03,0.035,1393704.0,1737660.673899
50524,0.017,0.023,0.022,0.038,0.022,0.025,0.027,0.026,0.029,0.03,0.027,0.031,0.035,0.026,0.015,0.019,0.018,0.034,0.022,0.03,0.024,0.026,0.02,0.024,0.019,0.033,0.026,0.024,0.02,0.023,0.059,0.04,0.022,0.035,1259373.0,1562987.696818
50525,0.016,0.016,0.019,0.035,0.018,0.024,0.025,0.03,0.028,0.033,0.028,0.032,0.025,0.027,0.03,0.022,0.02,0.028,0.023,0.028,0.022,0.029,0.019,0.024,0.024,0.029,0.023,0.026,0.02,0.027,0.035,0.031,0.027,0.027,1373767.0,1774598.473289
50526,0.018,0.023,0.019,0.029,0.023,0.03,0.02,0.023,0.028,0.03,0.026,0.033,0.027,0.02,0.034,0.02,0.019,0.023,0.02,0.031,0.021,0.033,0.019,0.022,0.03,0.027,0.026,0.023,0.019,0.022,0.041,0.042,0.022,0.033,1161236.0,1556393.876639
50527,0.014,0.016,0.019,0.031,0.03,0.023,0.021,0.024,0.026,0.03,0.025,0.032,0.026,0.022,0.023,0.019,0.021,0.025,0.016,0.03,0.021,0.021,0.019,0.022,0.022,0.023,0.021,0.021,0.017,0.022,0.036,0.027,0.017,0.027,1293077.0,1681723.504322
50528,0.016,0.021,0.026,0.034,0.026,0.026,0.021,0.024,0.026,0.028,0.03,0.034,0.028,0.024,0.021,0.021,0.019,0.027,0.02,0.033,0.026,0.024,0.023,0.022,0.028,0.03,0.027,0.022,0.021,0.024,0.034,0.048,0.017,0.034,1476674.0,1710309.11728
50529,0.022,0.022,0.022,0.036,0.022,0.03,0.023,0.031,0.027,0.03,0.03,0.032,0.034,0.029,0.027,0.02,0.024,0.032,0.021,0.027,0.025,0.022,0.023,0.028,0.027,0.031,0.027,0.022,0.024,0.029,0.045,0.036,0.019,0.03,1190266.0,1530435.992166
50530,0.021,0.019,0.022,0.037,0.035,0.026,0.025,0.032,0.032,0.03,0.031,0.034,0.035,0.025,0.016,0.022,0.021,0.03,0.025,0.025,0.024,0.028,0.021,0.026,0.033,0.029,0.026,0.024,0.02,0.026,0.05,0.03,0.021,0.033,1252992.0,1635907.951767
50531,0.018,0.022,0.029,0.039,0.04,0.03,0.031,0.03,0.03,0.032,0.042,0.038,0.036,0.029,0.017,0.022,0.031,0.046,0.027,0.03,0.032,0.022,0.027,0.027,0.03,0.035,0.03,0.026,0.022,0.029,0.053,0.043,0.035,0.035,1072553.0,1355537.139018
50532,0.015,0.021,0.02,0.041,0.037,0.03,0.027,0.027,0.031,0.029,0.033,0.035,0.036,0.027,0.027,0.02,0.024,0.043,0.019,0.033,0.03,0.027,0.025,0.026,0.033,0.033,0.028,0.025,0.023,0.028,0.043,0.043,0.04,0.035,1072170.0,1359356.885612
50551,0.012,0.015,0.02,0.042,0.025,0.033,0.028,0.029,0.029,0.033,0.034,0.03,0.039,0.033,0.012,0.02,0.019,0.051,0.037,0.03,0.025,0.025,0.021,0.028,0.029,0.025,0.026,0.027,0.027,0.027,0.053,0.047,0.018,0.023,1168504.0,1551113.219393
50552,0.018,0.025,0.025,0.037,0.019,0.023,0.024,0.028,0.028,0.028,0.028,0.029,0.032,0.023,0.023,0.02,0.023,0.036,0.026,0.032,0.026,0.024,0.021,0.023,0.033,0.028,0.027,0.022,0.017,0.026,0.053,0.033,0.022,0.029,1261010.0,1601815.465276
50553,0.022,0.026,0.031,0.037,0.032,0.028,0.027,0.031,0.035,0.033,0.036,0.035,0.036,0.037,0.022,0.029,0.032,0.042,0.029,0.03,0.028,0.036,0.027,0.027,0.054,0.036,0.036,0.03,0.026,0.028,0.064,0.06,0.035,0.038,1119270.0,1276290.868406
50554,0.018,0.021,0.028,0.034,0.042,0.032,0.03,0.038,0.035,0.03,0.031,0.033,0.036,0.036,0.018,0.022,0.02,0.031,0.033,0.034,0.027,0.022,0.023,0.033,0.041,0.034,0.029,0.028,0.026,0.029,0.059,0.037,0.045,0.029,1064480.0,1266661.864383
50555,0.016,0.019,0.018,0.033,0.026,0.022,0.025,0.031,0.03,0.029,0.024,0.032,0.027,0.026,0.017,0.017,0.02,0.024,0.016,0.026,0.02,0.028,0.02,0.024,0.045,0.032,0.023,0.021,0.024,0.025,0.043,0.036,0.028,0.027,1388630.0,1530934.502296
50556,0.022,0.025,0.029,0.031,0.027,0.028,0.031,0.031,0.037,0.035,0.037,0.033,0.047,0.036,0.021,0.021,0.017,0.032,0.024,0.03,0.031,0.032,0.026,0.03,0.038,0.032,0.037,0.031,0.025,0.029,0.042,0.055,0.04,0.035,1138191.0,1451706.60778
50557,0.016,0.022,0.022,0.04,0.026,0.028,0.025,0.034,0.029,0.036,0.028,0.031,0.031,0.029,0.021,0.031,0.025,0.03,0.021,0.035,0.027,0.028,0.029,0.03,0.032,0.032,0.029,0.031,0.021,0.028,0.047,0.032,0.025,0.038,1272499.0,1459278.583622
50558,0.015,0.018,0.029,0.039,0.03,0.035,0.027,0.023,0.031,0.035,0.034,0.032,0.029,0.025,0.029,0.024,0.024,0.031,0.024,0.034,0.025,0.026,0.027,0.027,0.032,0.032,0.029,0.026,0.021,0.028,0.034,0.036,0.035,0.036,991624.0,1200597.729536
50559,0.014,0.015,0.024,0.033,0.031,0.027,0.032,0.027,0.028,0.029,0.029,0.033,0.034,0.027,0.03,0.024,0.021,0.034,0.018,0.029,0.036,0.022,0.023,0.031,0.039,0.037,0.027,0.024,0.023,0.026,0.059,0.039,0.031,0.029,1207617.0,1492727.413902
50560,0.017,0.029,0.038,0.04,0.042,0.031,0.032,0.031,0.027,0.031,0.033,0.037,0.033,0.029,0.026,0.023,0.022,0.034,0.03,0.03,0.04,0.023,0.021,0.028,0.032,0.041,0.029,0.028,0.024,0.03,0.056,0.035,0.026,0.029,1169075.0,1461694.463196
50561,0.021,0.024,0.026,0.038,0.039,0.033,0.028,0.035,0.029,0.03,0.032,0.037,0.036,0.03,0.029,0.026,0.023,0.051,0.024,0.033,0.024,0.021,0.024,0.034,0.033,0.031,0.026,0.029,0.025,0.028,0.047,0.044,0.032,0.036,1162489.0,1238771.437312
50562,0.011,0.019,0.029,0.032,0.038,0.03,0.028,0.026,0.037,0.033,0.035,0.033,0.041,0.023,0.025,0.026,0.023,0.043,0.025,0.026,0.038,0.023,0.028,0.028,0.034,0.038,0.03,0.028,0.024,0.028,0.051,0.047,0.029,0.033,1267534.0,1483832.289803
50563,0.014,0.013,0.026,0.035,0.017,0.028,0.029,0.039,0.038,0.032,0.042,0.041,0.039,0.029,0.013,0.02,0.026,0.044,0.034,0.03,0.023,0.033,0.023,0.027,0.044,0.033,0.031,0.031,0.019,0.036,0.068,0.054,0.022,0.037,1008060.0,1253787.111909
50564,0.014,0.015,0.025,0.034,0.027,0.042,0.033,0.033,0.032,0.034,0.029,0.041,0.038,0.031,0.028,0.028,0.023,0.06,0.03,0.032,0.026,0.026,0.029,0.031,0.029,0.03,0.026,0.029,0.028,0.036,0.067,0.039,0.032,0.026,1051470.0,1277298.70472
50565,0.011,0.015,0.025,0.042,0.03,0.028,0.033,0.033,0.029,0.034,0.031,0.036,0.033,0.032,0.022,0.018,0.021,0.036,0.019,0.03,0.024,0.024,0.021,0.034,0.022,0.031,0.03,0.026,0.017,0.03,0.054,0.048,0.019,0.023,1082948.0,1399084.996483
50566,0.013,0.018,0.018,0.035,0.023,0.033,0.027,0.037,0.029,0.034,0.031,0.035,0.041,0.026,0.017,0.023,0.022,0.023,0.027,0.048,0.028,0.025,0.037,0.03,0.041,0.032,0.027,0.03,0.02,0.033,0.047,0.05,0.026,0.031,1143886.0,1388597.773118
50567,0.016,0.015,0.02,0.042,0.032,0.03,0.028,0.031,0.032,0.031,0.027,0.04,0.034,0.027,0.016,0.02,0.02,0.039,0.019,0.035,0.021,0.019,0.017,0.03,0.031,0.034,0.026,0.027,0.017,0.025,0.033,0.034,0.023,0.025,1102557.0,1452931.21298
50568,0.019,0.021,0.025,0.038,0.022,0.033,0.033,0.03,0.024,0.032,0.029,0.037,0.04,0.033,0.017,0.024,0.029,0.032,0.022,0.036,0.025,0.029,0.024,0.032,0.036,0.035,0.028,0.031,0.029,0.031,0.051,0.029,0.021,0.026,1076452.0,1425708.042829
50569,0.014,0.022,0.025,0.038,0.034,0.032,0.026,0.033,0.031,0.037,0.035,0.043,0.04,0.028,0.019,0.023,0.025,0.048,0.024,0.035,0.023,0.02,0.023,0.029,0.031,0.033,0.026,0.025,0.027,0.032,0.05,0.06,0.03,0.03,1010184.0,1225620.839228
50570,0.015,0.01,0.023,0.03,0.029,0.028,0.028,0.036,0.026,0.033,0.028,0.035,0.031,0.028,0.012,0.025,0.026,0.04,0.023,0.029,0.027,0.027,0.024,0.037,0.029,0.032,0.027,0.029,0.028,0.036,0.036,0.045,0.043,0.034,1234345.0,1637172.194231
50571,0.018,0.014,0.025,0.048,0.036,0.031,0.031,0.034,0.029,0.028,0.031,0.037,0.032,0.032,0.02,0.021,0.022,0.046,0.022,0.034,0.022,0.024,0.022,0.029,0.031,0.036,0.027,0.029,0.018,0.033,0.077,0.059,0.025,0.023,1130758.0,1423359.350881
50572,0.017,0.029,0.019,0.04,0.021,0.029,0.027,0.042,0.032,0.035,0.033,0.034,0.036,0.039,0.015,0.023,0.02,0.032,0.023,0.028,0.027,0.026,0.023,0.034,0.039,0.032,0.024,0.022,0.025,0.038,0.061,0.042,0.025,0.033,1129326.0,1433808.433539
50573,0.021,0.028,0.023,0.036,0.017,0.029,0.027,0.034,0.031,0.031,0.042,0.037,0.035,0.033,0.011,0.02,0.026,0.031,0.024,0.034,0.025,0.02,0.023,0.029,0.025,0.033,0.029,0.025,0.027,0.026,0.065,0.041,0.025,0.031,1099126.0,1277220.73841
50574,0.021,0.023,0.022,0.035,0.023,0.023,0.025,0.029,0.03,0.03,0.029,0.032,0.023,0.026,0.019,0.024,0.024,0.033,0.022,0.03,0.025,0.024,0.019,0.027,0.027,0.027,0.025,0.025,0.025,0.028,0.053,0.032,0.019,0.02,1236331.0,1568854.498293
50575,0.019,0.024,0.025,0.038,0.036,0.036,0.036,0.033,0.026,0.031,0.034,0.041,0.042,0.035,0.021,0.022,0.024,0.039,0.022,0.033,0.027,0.032,0.025,0.03,0.028,0.041,0.033,0.027,0.032,0.03,0.071,0.058,0.028,0.035,1259197.0,1594051.695361
50576,0.014,0.013,0.02,0.036,0.023,0.026,0.026,0.027,0.028,0.031,0.03,0.031,0.037,0.025,0.025,0.022,0.027,0.047,0.027,0.029,0.026,0.018,0.02,0.025,0.028,0.03,0.027,0.023,0.018,0.023,0.053,0.032,0.025,0.025,1050104.0,1219844.640626
50577,0.013,0.022,0.025,0.041,0.044,0.033,0.028,0.035,0.039,0.039,0.04,0.043,0.056,0.034,0.019,0.027,0.023,0.061,0.036,0.042,0.02,0.032,0.022,0.03,0.031,0.042,0.032,0.028,0.022,0.034,0.07,0.054,0.022,0.032,1031232.0,1342330.247711
50578,0.024,0.013,0.026,0.032,0.031,0.032,0.028,0.031,0.031,0.038,0.034,0.039,0.041,0.032,0.025,0.025,0.026,0.036,0.021,0.028,0.026,0.023,0.024,0.033,0.036,0.037,0.028,0.027,0.023,0.031,0.092,0.059,0.035,0.027,1201494.0,1336170.109245
50601,0.021,0.018,0.025,0.038,0.028,0.026,0.026,0.031,0.03,0.035,0.037,0.037,0.033,0.035,0.021,0.018,0.025,0.033,0.03,0.033,0.023,0.024,0.023,0.03,0.039,0.036,0.028,0.03,0.03,0.026,0.07,0.044,0.028,0.033,1135216.0,1344620.71218
50602,0.02,0.029,0.028,0.036,0.039,0.026,0.029,0.037,0.033,0.035,0.04,0.039,0.044,0.032,0.022,0.037,0.026,0.051,0.026,0.036,0.035,0.033,0.034,0.028,0.04,0.038,0.038,0.037,0.026,0.03,0.047,0.049,0.031,0.032,1234188.0,1442832.636408
50603,0.025,0.022,0.027,0.038,0.032,0.031,0.033,0.039,0.035,0.034,0.03,0.034,0.044,0.031,0.02,0.018,0.02,0.034,0.028,0.032,0.022,0.023,0.025,0.029,0.022,0.036,0.033,0.027,0.024,0.029,0.073,0.034,0.028,0.027,1227118.0,1418485.368638
50604,0.014,0.026,0.028,0.041,0.042,0.034,0.029,0.031,0.032,0.037,0.043,0.039,0.046,0.03,0.018,0.026,0.025,0.043,0.027,0.031,0.029,0.037,0.025,0.034,0.044,0.037,0.04,0.03,0.024,0.033,0.062,0.045,0.032,0.038,1033357.0,1142800.429406
50605,0.018,0.019,0.031,0.042,0.032,0.038,0.03,0.037,0.036,0.038,0.037,0.036,0.045,0.036,0.017,0.033,0.035,0.056,0.036,0.04,0.037,0.031,0.03,0.035,0.04,0.045,0.036,0.036,0.032,0.033,0.067,0.044,0.042,0.031,1325235.0,1585667.99972
50606,0.021,0.021,0.031,0.04,0.041,0.032,0.03,0.031,0.026,0.032,0.036,0.036,0.042,0.035,0.026,0.025,0.029,0.054,0.03,0.033,0.025,0.03,0.027,0.035,0.035,0.039,0.033,0.03,0.027,0.028,0.047,0.049,0.021,0.035,1260023.0,1450134.483597
50607,0.018,0.025,0.021,0.032,0.035,0.031,0.028,0.032,0.033,0.031,0.027,0.036,0.032,0.031,0.015,0.027,0.022,0.027,0.021,0.031,0.026,0.03,0.023,0.029,0.022,0.031,0.028,0.025,0.025,0.027,0.045,0.04,0.02,0.028,1294355.0,1528137.04661
50608,0.017,0.018,0.023,0.043,0.024,0.03,0.028,0.034,0.032,0.031,0.03,0.039,0.046,0.026,0.012,0.02,0.026,0.027,0.021,0.029,0.027,0.027,0.026,0.028,0.027,0.029,0.028,0.027,0.022,0.026,0.039,0.045,0.027,0.032,1342192.0,1420524.294834
50609,0.018,0.02,0.023,0.031,0.024,0.03,0.028,0.038,0.028,0.039,0.037,0.033,0.037,0.045,0.022,0.027,0.026,0.028,0.027,0.03,0.028,0.031,0.022,0.03,0.03,0.034,0.031,0.025,0.033,0.03,0.055,0.047,0.03,0.031,1165089.0,1461493.411697
